from,to,type,count
taetamvan_yours,hy3__na,retweet,1
taetamvan_yours,innawidia,retweet,1
taetamvan_yours,strawtaenightt,retweet,1
taetamvan_yours,taedrugsc,retweet,1
taetamvan_yours,taegirlfreinds,retweet,1
taetourss,ZhyLu_,retweet,1
taetourss,heynananaaa__,retweet,1
taetourss,ksjatmosphere,retweet,1
taetourss,pacarhyuka,retweet,1
taetourss,purpeluv2,retweet,1
taetourss,tkjraforever,retweet,1
taewifeys,guineveerex,reply,1
taexcxc,arayajn,retweet,1
taexcxc,jjkara197,retweet,1
taexcxc,ourmoonjin,retweet,1
taexcxc,xxlightsy,retweet,1
taexsexx,95Kimaraa,retweet,1
taexsexx,Dzakyts_,retweet,1
taexsexx,Ggukkiejeonn,retweet,1
taexsexx,JeonnoKook_,retweet,1
taexsexx,Jooniejun,retweet,1
taexsexx,MRJEKEY,retweet,1
taexsexx,NAMJOONinng,retweet,1
taexsexx,YoungWildfRee0_,retweet,1
taexsexx,alterawaz,retweet,1
taexsexx,astlantik,retweet,1
taexsexx,ayjeyeee,retweet,1
taexsexx,bangtanb0rahae,retweet,1
taexsexx,bbytaegukie,retweet,1
taexsexx,besidearmy,retweet,1
taexsexx,blacqswann,retweet,1
taexsexx,caurncremel,retweet,1
taexsexx,choivyeonjun,retweet,1
taexsexx,cutiesksj_,retweet,1
taexsexx,daecwita,retweet,1
taexsexx,daegucchi,retweet,1
taexsexx,etaernallyjoon,retweet,1
taexsexx,euphoriamagics_,retweet,1
taexsexx,filterbyminnie,retweet,1
taexsexx,hlgiyana,retweet,1
taexsexx,holoshitereu,retweet,1
taexsexx,innerjmxx,retweet,1
taexsexx,jiminietinie,retweet,1
taexsexx,jungbyes,retweet,1
taexsexx,klgrxra,retweet,1
taexsexx,kthjeon_,retweet,1
taexsexx,littlemocy,retweet,1
taexsexx,madexxjk,retweet,1
taexsexx,sifaya_,retweet,1
taexsexx,sugyarrrrrr,retweet,1
taexsexx,taeqillas,retweet,1
taexsexx,tkjraforever,retweet,1
taexsexx,veelligirl,retweet,1
taexsexx,yourtime97,retweet,1
tangerinebross,jujaeaddictive,reply,1
tanyainrl,sugaryhomies,reply,1
tataehyung_d,Jk_mytimeee,reply,1
tdara98,asriwhyn_,retweet,1
tdara98,delimasrn,retweet,1
teluvies,jieuniai,reply,1
tennantsglasses,sepuxe,reply,1
tercantiek,Kocheng_ungu,retweet,1
tercantiek,euphoriamagics_,retweet,1
tercantiek,lovebeyondbts,retweet,1
tesvokaldulu,iniridaaa,reply,2
thestorykids,mccquueen,reply,1
thiseagull,Cangijo_,reply,2
thiseagull,mejicshop,reply,2
tinkevrbeII,Buny_naa,retweet,1
tinkevrbeII,Deykolmebaepsae,retweet,1
tinkevrbeII,FirlianaRizki1,retweet,1
tinkevrbeII,GoPepperin,retweet,1
tinkevrbeII,NamuJoonss_,retweet,1
tinkevrbeII,PutriBuddy,retweet,1
tinkevrbeII,Risktaeth,retweet,1
tinkevrbeII,SjimJ,retweet,1
tinkevrbeII,Taewithwife,retweet,1
tinkevrbeII,Tataa_twt,retweet,1
tinkevrbeII,ValKoodi,retweet,1
tinkevrbeII,ailyynn,retweet,1
tinkevrbeII,anisaaa29684633,retweet,1
tinkevrbeII,bbytaeggukies45,retweet,1
tinkevrbeII,blacqswann,retweet,1
tinkevrbeII,bunnykoo77,retweet,1
tinkevrbeII,chewjupiter,retweet,1
tinkevrbeII,choffeaddict,retweet,1
tinkevrbeII,choxolatae,retweet,1
tinkevrbeII,cottontaaekv,retweet,1
tinkevrbeII,daecwita,retweet,1
tinkevrbeII,daegucchi,retweet,1
tinkevrbeII,demeterism_rx,retweet,1
tinkevrbeII,euphoraraina,retweet,1
tinkevrbeII,euphoriamagics_,retweet,1
tinkevrbeII,glcwins,retweet,1
tinkevrbeII,googieenthuu,retweet,1
tinkevrbeII,grigoons,retweet,1
tinkevrbeII,hanhanxxx_ssi,retweet,1
tinkevrbeII,hnzzhr,retweet,1
tinkevrbeII,hopetaexy,retweet,1
tinkevrbeII,huimangssea,reply,1
tinkevrbeII,huimangssea,retweet,1
tinkevrbeII,ilsansprince_,retweet,1
tinkevrbeII,jamaisssvu,retweet,1
tinkevrbeII,jeonjkkkey,retweet,1
tinkevrbeII,jeontae188,retweet,1
tinkevrbeII,jeonversity,retweet,1
tinkevrbeII,jeonykoo,retweet,1
tinkevrbeII,jhopielopelope,retweet,1
tinkevrbeII,jinnbie,retweet,1
tinkevrbeII,jjkthernal,retweet,1
tinkevrbeII,kerupukdoaibu,retweet,1
tinkevrbeII,kimj00nie,retweet,1
tinkevrbeII,kthgurl_,retweet,1
tinkevrbeII,lilbroxj,retweet,1
tinkevrbeII,lovebeyondbts,retweet,1
tinkevrbeII,lveurslfx,retweet,1
tinkevrbeII,minsckr,retweet,1
tinkevrbeII,myAprild,retweet,1
tinkevrbeII,nambinkusayang,retweet,1
tinkevrbeII,parpelmoon,retweet,1
tinkevrbeII,patbingsuw,retweet,1
tinkevrbeII,rapmonsterot7,retweet,1
tinkevrbeII,redcamellia__12,retweet,1
tinkevrbeII,revalinaap,retweet,1
tinkevrbeII,rinerchild,retweet,1
tinkevrbeII,seagulliee,retweet,1
tinkevrbeII,sgurl_makeitr8,retweet,1
tinkevrbeII,shin_jehwa10,retweet,1
tinkevrbeII,sirendipity__,retweet,1
tinkevrbeII,sri_cute17,retweet,1
tinkevrbeII,streetfwOd,retweet,1
tinkevrbeII,suprematxtic,retweet,1
tinkevrbeII,syifaraudhaty,retweet,1
tinkevrbeII,taeqillas,retweet,1
tinkevrbeII,taesgurlfriend,retweet,1
tinkevrbeII,tinkevrbeII,retweet,2
tinkevrbeII,vgukies,retweet,1
tinkevrbeII,xoluvy29,retweet,1
tinkevrbeII,yeonvk,reply,1
tinychois,kakaykala,reply,1
tokgyo,ggukphilia,reply,1
tokkikookiepik2,gemeshpakeh,retweet,1
trafalgar_tum,frinnerchild,reply,1
trafalgar_tum,trafalgar_tum,retweet,2
treachercvs,beethe_HOPEJ,retweet,1
treachercvs,beyourlov,retweet,1
treachercvs,byuliennrzz,retweet,1
treachercvs,innawidia,retweet,1
treachercvs,klgrxra,reply,1
treachercvs,vanteegirl,retweet,1
treasureguurl,Bangsihyukfess,retweet,1
treasureguurl,_wintersugar_,retweet,1
treasureguurl,jiminiekecil_,retweet,1
treasureguurl,kookoopie_,retweet,1
treasureguurl,nmjunggukie,retweet,1
treasureguurl,ochianakkuk2,retweet,1
treasureguurl,taeggif,reply,1
treasuremfess,diyontil,reply,1
ttaebie,Chimynee,retweet,1
ttaebie,Jrin_10_,retweet,1
ttaebie,MRJEKEY,retweet,1
ttaebie,ValKoodi,retweet,1
ttaebie,amBbbyDV,retweet,1
ttaebie,axsclairine,retweet,1
ttaebie,bivsx,retweet,1
ttaebie,bluefeverz,retweet,1
ttaebie,bunnytig,retweet,1
ttaebie,fvckingtime,retweet,1
ttaebie,grigoons,retweet,1
ttaebie,hobie1301,retweet,1
ttaebie,ios_ksj,retweet,1
ttaebie,jessyliaaaaa,retweet,1
ttaebie,joonlvly_,retweet,1
ttaebie,kookqis_,retweet,1
ttaebie,kthgurl_,retweet,1
ttaebie,kvanttaex,retweet,1
ttaebie,kxmseokjint,retweet,1
ttaebie,lovvemaze,retweet,1
ttaebie,mochiiepjm,retweet,1
ttaebie,ouchkooxv,retweet,1
ttaebie,ptravswg,retweet,1
ttaebie,satophile,retweet,1
ttaebie,sevenlightsz,retweet,1
ttaebie,ttxzmeii,retweet,1
ttaebie,zsemangka,retweet,1
ttaebokkimochi,harukatou_hours,retweet,1
ttaebokkimochi,sherakimm,retweet,1
tubbirfess,coffeempy,reply,1
tubirfess,1O26YUTA,reply,1
tubirfess,95Keyko,retweet,2
tubirfess,Billa1914,retweet,2
tubirfess,Duaripap,retweet,2
tubirfess,Iooneytoon,retweet,2
tubirfess,LilBbaaee,retweet,2
tubirfess,Megha_Gaemgyu,retweet,2
tubirfess,MlESADAAP,retweet,2
tubirfess,RiastLaili,retweet,2
tubirfess,Ystrdayy,retweet,2
tubirfess,agigoyangi,retweet,2
tubirfess,airinctzen,retweet,2
tubirfess,annidara,retweet,2
tubirfess,areumonxtob_,retweet,2
tubirfess,byunbhaekkii,retweet,2
tubirfess,ciaobitj,retweet,2
tubirfess,ddabluc,retweet,2
tubirfess,dinahairunisa,retweet,2
tubirfess,efaivous,retweet,2
tubirfess,esedentesias,retweet,2
tubirfess,euntaaja,retweet,2
tubirfess,fabgalchila,retweet,2
tubirfess,gemoyu,retweet,2
tubirfess,imnotdhea,retweet,2
tubirfess,inscgurl,retweet,2
tubirfess,jeonmara17,retweet,2
tubirfess,jisungchuu_,retweet,2
tubirfess,kwiyeowoon,retweet,2
tubirfess,lalafflaline,retweet,2
tubirfess,laviniasrant,retweet,2
tubirfess,lemonsmello,retweet,3
tubirfess,littolstar,retweet,2
tubirfess,minxeesaw,retweet,2
tubirfess,nneedyn,retweet,2
tubirfess,noonadzz,retweet,2
tubirfess,pandoraxides,retweet,2
tubirfess,paramidwiora,retweet,2
tubirfess,petitebts,retweet,2
tubirfess,satanessxav,reply,2
tubirfess,sayasukaoreoo,retweet,2
tubirfess,seokjeanny,retweet,2
tubirfess,sereinnity,retweet,2
tubirfess,shafyeow,retweet,3
tubirfess,sicampretnim,retweet,2
tubirfess,vuiamais,retweet,2
tubirfess,woodlandseasons,retweet,2
tubirfess,wushitxun,retweet,2
tudeiswendy,Wendyan46621046,retweet,1
tudeiswendy,loeyuuu,retweet,1
twentweeps,joonables7,retweet,1
txtdrindomy,1230_woodz,retweet,1
txtdrindomy,1994KIMNJ,retweet,1
txtdrindomy,24ardana_,retweet,1
txtdrindomy,2cute4skool_,retweet,1
txtdrindomy,97sthought,retweet,1
txtdrindomy,AghataAngellita,retweet,1
txtdrindomy,Ahilaaff1,retweet,1
txtdrindomy,Aithaerz,retweet,1
txtdrindomy,Anakmonyet___,retweet,1
txtdrindomy,Ardanaswarri,retweet,1
txtdrindomy,Awkoakwoakwok,retweet,1
txtdrindomy,BTSOULMATE613,retweet,1
txtdrindomy,Babyseokjinn,retweet,1
txtdrindomy,BerryTae3016,retweet,1
txtdrindomy,Bucinnyaachoi,retweet,1
txtdrindomy,Deykolmebaepsae,retweet,1
txtdrindomy,Dicmondgurl,retweet,1
txtdrindomy,FaaRJin,retweet,1
txtdrindomy,Funnxchim,retweet,1
txtdrindomy,Grizis9,retweet,1
txtdrindomy,HOBIIMOOD,retweet,1
txtdrindomy,HOSE_twt,retweet,1
txtdrindomy,INNERFAIRIES,retweet,1
txtdrindomy,Illegirlx_x,retweet,1
txtdrindomy,Innerrchilds_,retweet,1
txtdrindomy,JYPsMAKNAE,retweet,1
txtdrindomy,JadeYesJamss,retweet,1
txtdrindomy,Jooniejun,retweet,1
txtdrindomy,KNJROYAL,retweet,1
txtdrindomy,KimShofieJeon,retweet,1
txtdrindomy,Kimjin_krewll,retweet,1
txtdrindomy,KnjEsa_,retweet,1
txtdrindomy,Lelysijabatt,retweet,1
txtdrindomy,Lidailytae,retweet,1
txtdrindomy,LysTr_,retweet,1
txtdrindomy,M0ARMYs,retweet,1
txtdrindomy,MEWFORPRESIDENT,retweet,1
txtdrindomy,Magiczeroo,retweet,1
txtdrindomy,Mfkincake,retweet,1
txtdrindomy,Moonshoot7,retweet,1
txtdrindomy,MySerendipty_,retweet,1
txtdrindomy,Nailah_1604,retweet,1
txtdrindomy,NengPotahoes,retweet,1
txtdrindomy,Nuraini974,retweet,1
txtdrindomy,PptXkuk,retweet,1
txtdrindomy,REMOTEdrop_,retweet,1
txtdrindomy,SArsylia,retweet,1
txtdrindomy,SEOKJINNllE,retweet,1
txtdrindomy,SHOOGADAY,retweet,1
txtdrindomy,Seokjineen_,retweet,1
txtdrindomy,Sugby_,retweet,1
txtdrindomy,TAEGIIKU,retweet,1
txtdrindomy,TAEKOOKIEEESSS,retweet,1
txtdrindomy,TDCEPUMA,retweet,1
txtdrindomy,Tae_Boo__2,retweet,1
txtdrindomy,Taegi_Dlast,retweet,1
txtdrindomy,Taekukieess,retweet,1
txtdrindomy,Tehyunggg,retweet,1
txtdrindomy,Toastelle,retweet,1
txtdrindomy,UGHoseoki_,retweet,1
txtdrindomy,UGHsnatchmywig,retweet,1
txtdrindomy,UghONtheMoon,retweet,1
txtdrindomy,VMlNlSM,retweet,1
txtdrindomy,Vaesthetic4,retweet,1
txtdrindomy,Vintaegiixx,retweet,1
txtdrindomy,VluvsJK,retweet,1
txtdrindomy,Vyel_,retweet,1
txtdrindomy,Vyourbae_,retweet,1
txtdrindomy,YOOMBl,retweet,1
txtdrindomy,YaniaSadiyah,retweet,1
txtdrindomy,Zahraef_,retweet,1
txtdrindomy,Zhrina3,retweet,1
txtdrindomy,__taekookwa,retweet,1
txtdrindomy,_rkhadhapjm,retweet,1
txtdrindomy,_strwbrrymilk_,retweet,1
txtdrindomy,a_littlesweets,retweet,1
txtdrindomy,aaadnnhy,retweet,1
txtdrindomy,aaradipity,retweet,1
txtdrindomy,adindaaydw,retweet,1
txtdrindomy,adorablejuni,retweet,1
txtdrindomy,afcckth,retweet,1
txtdrindomy,afucadoes,retweet,1
txtdrindomy,agustddyoon,retweet,1
txtdrindomy,agustdsg_,retweet,1
txtdrindomy,ailovchuu,retweet,1
txtdrindomy,amoreatnic,retweet,1
txtdrindomy,anaknyaseokjin,retweet,1
txtdrindomy,angeheulic,retweet,1
txtdrindomy,answersjey,retweet,1
txtdrindomy,aodelialiha,retweet,1
txtdrindomy,aphroditkook,retweet,1
txtdrindomy,aphronism,retweet,1
txtdrindomy,arashyii,retweet,1
txtdrindomy,asdfghbtezz,retweet,1
txtdrindomy,attilucass,retweet,1
txtdrindomy,baebyjane,retweet,1
txtdrindomy,bangtanb0rahae,retweet,1
txtdrindomy,bangtansssss__,retweet,1
txtdrindomy,bangtnday6,retweet,1
txtdrindomy,banqtanuw,retweet,1
txtdrindomy,belongtotae,retweet,1
txtdrindomy,beyourlov,retweet,1
txtdrindomy,bibIiojoon,retweet,1
txtdrindomy,bitiesMicasa_,retweet,1
txtdrindomy,blanktaegf,retweet,1
txtdrindomy,blcksugarr,retweet,1
txtdrindomy,blueemin9,retweet,1
txtdrindomy,bowangwool,retweet,1
txtdrindomy,btsgwukie,retweet,1
txtdrindomy,bucinseokjinnie,retweet,1
txtdrindomy,busanlight,retweet,1
txtdrindomy,bxbycooky,retweet,1
txtdrindomy,bytaelix,retweet,1
txtdrindomy,casadehope,retweet,1
txtdrindomy,cherryyberrie,retweet,1
txtdrindomy,childzinner,retweet,1
txtdrindomy,chimlilmeow,retweet,1
txtdrindomy,chimmyvtae_,retweet,1
txtdrindomy,chitaetogguk,retweet,1
txtdrindomy,chizzmist,retweet,1
txtdrindomy,chocollataee,retweet,1
txtdrindomy,choluvtae,retweet,1
txtdrindomy,citrusbangtan,retweet,1
txtdrindomy,clyxxxxx,retweet,1
txtdrindomy,creamyjkey,retweet,1
txtdrindomy,cufpcakes,retweet,1
txtdrindomy,cumibakarrrr,retweet,1
txtdrindomy,cutiesexypjm,retweet,1
txtdrindomy,cxndlelixght,retweet,1
txtdrindomy,cy_phanie,retweet,1
txtdrindomy,daechgu,retweet,1
txtdrindomy,daechuita,retweet,1
txtdrindomy,daecwita,retweet,1
txtdrindomy,daecwitaa,retweet,1
txtdrindomy,daegupurple,retweet,1
txtdrindomy,daegurlie,retweet,1
txtdrindomy,daekoomoon,retweet,1
txtdrindomy,daetwita,retweet,1
txtdrindomy,davian_harvi,retweet,1
txtdrindomy,daylightbts,retweet,1
txtdrindomy,deraqyi,retweet,1
txtdrindomy,dionysuslike,retweet,1
txtdrindomy,diyoonis,retweet,1
txtdrindomy,dwintermoon,retweet,1
txtdrindomy,dwiyull07,retweet,1
txtdrindomy,ehhRarayaaa,retweet,1
txtdrindomy,elecerdo,retweet,1
txtdrindomy,enakaseli,retweet,1
txtdrindomy,errdayjin,retweet,1
txtdrindomy,esyy__,retweet,1
txtdrindomy,etaernalgguk,retweet,1
txtdrindomy,eternityoons,retweet,1
txtdrindomy,ethereallysx,retweet,1
txtdrindomy,etrnlmoon,retweet,1
txtdrindomy,euphorbia__,retweet,1
txtdrindomy,evphcria__,retweet,1
txtdrindomy,extra0ordinary,retweet,1
txtdrindomy,eyesmile613,retweet,1
txtdrindomy,fantaestis,retweet,1
txtdrindomy,faradinahk,retweet,1
txtdrindomy,filterotak,retweet,1
txtdrindomy,fleurple,retweet,1
txtdrindomy,fluffykookah,retweet,1
txtdrindomy,for94z,retweet,1
txtdrindomy,freakyjeon,retweet,1
txtdrindomy,fruitssg,retweet,1
txtdrindomy,galactixsm,retweet,1
txtdrindomy,galypuss,retweet,1
txtdrindomy,gfagustd,retweet,1
txtdrindomy,ggukiespim,retweet,1
txtdrindomy,ggukprints,retweet,1
txtdrindomy,gimmegroob,retweet,1
txtdrindomy,gldjungoo,retweet,1
txtdrindomy,goldenjggki,retweet,1
txtdrindomy,goldenmin93,retweet,1
txtdrindomy,googiensi,retweet,1
txtdrindomy,gyuvvri,retweet,1
txtdrindomy,haapyjmnie,retweet,1
txtdrindomy,haghighug,retweet,1
txtdrindomy,halcyonbin,retweet,1
txtdrindomy,hariseokjin,retweet,1
txtdrindomy,hi_elysia,retweet,1
txtdrindomy,hidupuntuktidur,retweet,1
txtdrindomy,homemicasa,retweet,1
txtdrindomy,hopeerose_,retweet,1
txtdrindomy,hopeforjoon,retweet,1
txtdrindomy,hopeuhopeuu,retweet,1
txtdrindomy,huimangssea,retweet,1
txtdrindomy,hyyhddeory,retweet,1
txtdrindomy,iamataee,retweet,1
txtdrindomy,iamkimgreen1230,retweet,1
txtdrindomy,ihapbts,retweet,1
txtdrindomy,illegirl,retweet,1
txtdrindomy,inakimfl,retweet,1
txtdrindomy,incrediblykook,retweet,1
txtdrindomy,initclnotbcl,retweet,1
txtdrindomy,innerVkook,retweet,1
txtdrindomy,inner__child,retweet,1
txtdrindomy,innertae95,retweet,1
txtdrindomy,innerzchld,retweet,1
txtdrindomy,istrijimine,retweet,1
txtdrindomy,itseokjinnim,retweet,1
txtdrindomy,j_serenade,retweet,1
txtdrindomy,jaejuluv,retweet,1
txtdrindomy,jaesixs2,retweet,1
txtdrindomy,japchaxx,retweet,1
txtdrindomy,jeonbykime13,retweet,1
txtdrindomy,jeonxmina,retweet,1
txtdrindomy,jiesunq,retweet,1
txtdrindomy,jiminduality,retweet,1
txtdrindomy,jinniebbyu,retweet,1
txtdrindomy,jjkrya,retweet,1
txtdrindomy,joonaeyow,retweet,1
txtdrindomy,jooniebinie,retweet,1
txtdrindomy,joonieeternal,retweet,1
txtdrindomy,jooniepulchrae,retweet,1
txtdrindomy,joonimissjoonie,retweet,1
txtdrindomy,joonslatte,retweet,1
txtdrindomy,joyaaax_,retweet,1
txtdrindomy,jungcocki,retweet,1
txtdrindomy,katehakuu,retweet,1
txtdrindomy,kimsglrty,retweet,1
txtdrindomy,kirancekim,retweet,1
txtdrindomy,kkulggukie,retweet,1
txtdrindomy,koohanse,retweet,1
txtdrindomy,kookiesyummy,retweet,1
txtdrindomy,kookiowo,retweet,1
txtdrindomy,kookoopie_,retweet,1
txtdrindomy,koonitte,retweet,1
txtdrindomy,krystalxnow,retweet,1
txtdrindomy,kthforlbn,retweet,1
txtdrindomy,kthxphoriaa,retweet,1
txtdrindomy,kyr_yemim,retweet,1
txtdrindomy,kyutyaj,retweet,1
txtdrindomy,lattehoseok,retweet,1
txtdrindomy,leaviosaa,retweet,1
txtdrindomy,lejindarv,retweet,1
txtdrindomy,lenpark_,retweet,1
txtdrindomy,lilmeowunggie,retweet,1
txtdrindomy,liyoonbin,retweet,1
txtdrindomy,lobelyteguk,retweet,1
txtdrindomy,loppurplee_,retweet,1
txtdrindomy,loudestmoon,retweet,1
txtdrindomy,lovelysyugar,retweet,1
txtdrindomy,lovingtaehy,retweet,1
txtdrindomy,luneseokjinnie,retweet,1
txtdrindomy,luvhoseokie_,retweet,1
txtdrindomy,luvlilyoonie,retweet,1
txtdrindomy,luvseungg,retweet,1
txtdrindomy,lveurslfx,retweet,1
txtdrindomy,m97ie,retweet,1
txtdrindomy,madbxnny,retweet,1
txtdrindomy,magixh0pe,retweet,1
txtdrindomy,mahmudkiyowo,retweet,1
txtdrindomy,manggaetteokie_,retweet,1
txtdrindomy,mejicshop,retweet,1
txtdrindomy,mellifloucs,retweet,1
txtdrindomy,minepffk,retweet,1
txtdrindomy,mintyoombi,retweet,1
txtdrindomy,mitcjin,retweet,1
txtdrindomy,mochimonst,retweet,1
txtdrindomy,moonandrespect,retweet,1
txtdrindomy,moondaylights_,retweet,1
txtdrindomy,moonie_mono,retweet,1
txtdrindomy,moonoonie,retweet,1
txtdrindomy,moonyoomgie,retweet,1
txtdrindomy,mrsyub,retweet,1
txtdrindomy,munasa__,retweet,1
txtdrindomy,mybtaess,retweet,1
txtdrindomy,mystaery95,retweet,1
txtdrindomy,nagoyababes,retweet,1
txtdrindomy,nalayolo,retweet,1
txtdrindomy,namjooice,retweet,1
txtdrindomy,navidci,retweet,1
txtdrindomy,nbellawithluv,retweet,1
txtdrindomy,neobtseu,retweet,1
txtdrindomy,neotansix,retweet,1
txtdrindomy,njoonkim_,retweet,1
txtdrindomy,not7withyou_,retweet,1
txtdrindomy,nstrtae,retweet,1
txtdrindomy,nunanawinibiti,retweet,1
txtdrindomy,nwinterbear,retweet,1
txtdrindomy,nyamgikook,retweet,1
txtdrindomy,onexbee,retweet,1
txtdrindomy,oriionejk_,retweet,1
txtdrindomy,p00tae,retweet,1
txtdrindomy,parkjimbby,retweet,1
txtdrindomy,pasigaje,retweet,1
txtdrindomy,peachjhsss,retweet,1
txtdrindomy,peacxybee,retweet,1
txtdrindomy,personatax,retweet,1
txtdrindomy,poutygi,retweet,1
txtdrindomy,purpeluv2,retweet,1
txtdrindomy,rajeonkoo,retweet,1
txtdrindomy,realmoonjia,retweet,1
txtdrindomy,redlemoniaa,retweet,1
txtdrindomy,resIeting,retweet,1
txtdrindomy,respectxmoon,retweet,1
txtdrindomy,salpacaaa,retweet,1
txtdrindomy,satruenus,retweet,1
txtdrindomy,savemebaee,retweet,1
txtdrindomy,sayuranwortel,retweet,1
txtdrindomy,seagullCrown_,retweet,1
txtdrindomy,seasawgames,retweet,1
txtdrindomy,seesawmeee,retweet,1
txtdrindomy,seokjeanny,retweet,1
txtdrindomy,seokjinsse,retweet,1
txtdrindomy,seowsjin,retweet,1
txtdrindomy,serendipitymya,retweet,1
txtdrindomy,serendivyaa,retweet,1
txtdrindomy,shabilazhr,retweet,1
txtdrindomy,shadowonego,retweet,1
txtdrindomy,shalcss,retweet,1
txtdrindomy,shingularitae,retweet,1
txtdrindomy,shookyfex,retweet,1
txtdrindomy,shopmagic_97,retweet,1
txtdrindomy,silverk00k,retweet,1
txtdrindomy,sliepp,retweet,1
txtdrindomy,smoltiger_,retweet,1
txtdrindomy,soanghideung,retweet,1
txtdrindomy,sockjeanskim,retweet,1
txtdrindomy,softy_rmoon,retweet,1
txtdrindomy,soleilkook,retweet,1
txtdrindomy,solidagoldenrod,retweet,1
txtdrindomy,soobinvisible,retweet,1
txtdrindomy,soogoogies_98,retweet,1
txtdrindomy,sopewrld,retweet,1
txtdrindomy,sottomatte,retweet,1
txtdrindomy,souju52,retweet,1
txtdrindomy,soulmme,retweet,1
txtdrindomy,soultwinvk,retweet,1
txtdrindomy,springgukiee,retweet,1
txtdrindomy,squishy_bts0,retweet,1
txtdrindomy,ssyuggyu0913,retweet,1
txtdrindomy,staegvma,retweet,1
txtdrindomy,sugarchxs,retweet,1
txtdrindomy,sugarpapijin,retweet,1
txtdrindomy,sugarsight,retweet,1
txtdrindomy,sushitaetae,retweet,1
txtdrindomy,suskitae,retweet,1
txtdrindomy,sweetnesskoo,retweet,1
txtdrindomy,syfgmnstn,retweet,1
txtdrindomy,sylutherin,retweet,1
txtdrindomy,syuberry_,retweet,1
txtdrindomy,tae13_,retweet,1
txtdrindomy,taehyungmni,retweet,1
txtdrindomy,taekoocu,retweet,1
txtdrindomy,taekookcute__,retweet,1
txtdrindomy,taekookers_,retweet,1
txtdrindomy,taekoosthaetic,retweet,1
txtdrindomy,taelations,retweet,1
txtdrindomy,taentacles_,retweet,1
txtdrindomy,taetaeonspace,retweet,1
txtdrindomy,taeternalkook_,retweet,1
txtdrindomy,taeughh,retweet,1
txtdrindomy,taevonly,retweet,1
txtdrindomy,taeynom,retweet,1
txtdrindomy,tamintwo,retweet,1
txtdrindomy,tannyoes,retweet,1
txtdrindomy,tasyacheonsa97,retweet,1
txtdrindomy,tatataelin,retweet,1
txtdrindomy,tazuki_san,retweet,1
txtdrindomy,tertendang,retweet,1
txtdrindomy,themazeoflove,retweet,1
txtdrindomy,thyoonism,retweet,1
txtdrindomy,tkjraforever,retweet,1
txtdrindomy,todos_lele,retweet,1
txtdrindomy,towvn,retweet,1
txtdrindomy,trsjin,retweet,1
txtdrindomy,ttaelgisweet,retweet,1
txtdrindomy,twelveofsept,retweet,1
txtdrindomy,twentweeps,retweet,1
txtdrindomy,ughyoonjjun,retweet,1
txtdrindomy,umamyyy,retweet,1
txtdrindomy,urluvberry,retweet,1
txtdrindomy,uwulutuna,retweet,1
txtdrindomy,valkyierizt,retweet,1
txtdrindomy,vantaeetan,retweet,1
txtdrindomy,vantaerius,retweet,1
txtdrindomy,vienaam_,retweet,1
txtdrindomy,vityaminC,retweet,1
txtdrindomy,vmoshualuv,retweet,1
txtdrindomy,vocaltyun,retweet,1
txtdrindomy,vopeisdopee,retweet,1
txtdrindomy,wataermelonsoda,retweet,1
txtdrindomy,whenserendipity,retweet,1
txtdrindomy,wholeksj,retweet,1
txtdrindomy,winterareo,retweet,1
txtdrindomy,winterkthv,retweet,1
txtdrindomy,withallofpowers,retweet,1
txtdrindomy,wonhaemanymoney,retweet,1
txtdrindomy,wwbeautaeful,retweet,1
txtdrindomy,wwhmooncip7,retweet,1
txtdrindomy,xjeons,retweet,1
txtdrindomy,xoloverine,retweet,1
txtdrindomy,y_eom_yun,retweet,1
txtdrindomy,yayaaney,retweet,1
txtdrindomy,yeonbean,retweet,1
txtdrindomy,yeougi,retweet,1
txtdrindomy,yg93s__,retweet,1
txtdrindomy,yjiminn,retweet,1
txtdrindomy,yoonanie,retweet,1
txtdrindomy,yoongochi,retweet,1
txtdrindomy,yoongsjimi,retweet,1
txtdrindomy,yoonkooc,retweet,1
txtdrindomy,yoonppie,retweet,1
txtdrindomy,yuldaeya,retweet,1
txtdrindomy,yunskit,retweet,1
uarmymoon,Dyaay_,retweet,1
uarmymoon,YaniaSadiyah,retweet,1
uarmymoon,asifitslast,retweet,1
uarmymoon,bangtantieksti,retweet,1
uarmymoon,bunagupi,retweet,1
uarmymoon,halcyon1221,retweet,1
uarmymoon,jhopielopelope,retweet,1
uarmymoon,matchalattetae,retweet,1
uarmymoon,sawsageyy_2,retweet,1
uarmymoon,uarmymoon,retweet,1
uarmymoon,youngsvnn,retweet,1
ughteanabts,AgustDka,retweet,1
ughteanabts,AisyahA68279664,retweet,1
ughteanabts,Choojjii,retweet,1
ughteanabts,ImoutWulan,retweet,1
ughteanabts,Je_AReum7,retweet,1
ughteanabts,Minkitty03,retweet,1
ughteanabts,SINGLRTYAN,retweet,1
ughteanabts,YaniaSadiyah,retweet,1
ughteanabts,Yoogi_Kimy,retweet,1
ughteanabts,addiniyah_in,retweet,1
ughteanabts,blanktaecin,retweet,1
ughteanabts,busanngirll,retweet,1
ughteanabts,cghtliejm,retweet,1
ughteanabts,childdtae,retweet,1
ughteanabts,chocolekookie,retweet,1
ughteanabts,cinnamooun,retweet,1
ughteanabts,cutietaetae__,retweet,1
ughteanabts,cxndlelixght,retweet,1
