from,to,type,count
1994KIMNJ,crownforkth,reply,1
1994KIMNJ,hlgiyana,retweet,2
1994KIMNJ,may_Njel,retweet,2
1daffection_,ccookiemonstta,retweet,1
26Oktaa,JisongitsMINE,retweet,1
26Oktaa,currentsy_,retweet,1
26Oktaa,johnTaerii,retweet,1
26Oktaa,lelemyhearteu,retweet,1
26Oktaa,parkjiseongies,retweet,1
26Oktaa,shinyyjamm,retweet,1
5lris,itzvore,reply,1
7BTSaf,illegurl_134340,reply,2
802markeu,MitraAN2,reply,1
94JONIE,95Kimaraa,retweet,2
94JONIE,BTScrystalforia,retweet,1
94JONIE,EUPHORIA_sheren,retweet,1
94JONIE,Eternallnamoon,retweet,1
94JONIE,Montana_choii,retweet,1
94JONIE,Mytimejungs,retweet,1
94JONIE,Olvsyko,retweet,1
94JONIE,aeternalswan,retweet,1
94JONIE,army7_on,retweet,1
94JONIE,besidearmy,retweet,1
94JONIE,bunnytig,retweet,1
94JONIE,daecwita,retweet,1
94JONIE,daeguttae,retweet,1
94JONIE,dwonnerchild,retweet,1
94JONIE,exaggeratepjm,retweet,1
94JONIE,hlgiyana,retweet,1
94JONIE,huirgukie,retweet,1
94JONIE,imnaakth_,retweet,1
94JONIE,jeonjkth_,retweet,1
94JONIE,kthjeon_,retweet,1
94JONIE,laachimolala_,retweet,1
94JONIE,lexixtaes,retweet,1
94JONIE,littlemocy,retweet,1
94JONIE,luvwinters,retweet,1
94JONIE,magicsnxw,retweet,1
94JONIE,maple_peachy,retweet,1
94JONIE,may_Njel,retweet,1
94JONIE,mllkywayy__,retweet,1
94JONIE,moontaeyl,retweet,1
94JONIE,nalawufie,retweet,1
94JONIE,nataliamchllin,retweet,1
94JONIE,redlemoniaa,retweet,1
94JONIE,taebungiee,retweet,1
94JONIE,taehyungmni,retweet,1
94JONIE,taeobs,retweet,1
94JONIE,taesuphoria,retweet,1
94JONIE,vaantae_,retweet,1
94JONIE,vankookies,retweet,1
94JONIE,vantaegukchel,retweet,1
94JONIE,veelligirl,retweet,1
94JONIE,vgukies,retweet,1
94JONIE,youngforev4,retweet,1
94JONIE,yourrmicasa,retweet,1
94PR0D,7souls__,retweet,1
94PR0D,NamuJoonss_,retweet,1
94PR0D,ZhyLu_,retweet,1
94PR0D,anslmin,retweet,1
94PR0D,autumnstearr_,retweet,1
94PR0D,chewjupiter,retweet,1
94PR0D,daegumandue,retweet,1
94PR0D,daegurlie,retweet,1
94PR0D,deraqyi,retweet,1
94PR0D,hobahobari,retweet,1
94PR0D,hoseokiefairy,retweet,1
94PR0D,kookqis_,retweet,1
94PR0D,may_Njel,retweet,1
94PR0D,minyooniesss,retweet,1
94PR0D,nctyvlarsri,retweet,1
94PR0D,sweetiekookies,retweet,1
94PR0D,taeedoux,retweet,1
94PR0D,taeqillas,retweet,1
94PR0D,tasyacheonsa97,retweet,1
94PR0D,twentweeps,retweet,1
94PR0D,wfresh_,retweet,1
94PR0D,xleenatD,retweet,1
97rrr__,decuita,reply,1
993YOONGI,MinMira04,retweet,1
993YOONGI,pastikaliantau,retweet,1
993YOONGI,suranaest,retweet,1
AAprilws,xolovelymars,retweet,1
AREAJULID,adzenlin,reply,2
AREAJULID,hotfirechicken,reply,1
AVENTAEGER,taestheticr,reply,1
AVENTAEGER,taexsexx,reply,1
AdwinDkusuma,vedrojava_,retweet,1
AjaniBay,Arvindh_sk,retweet,1
Ajaysaurus,andiardiansh,reply,1
AkunAlt92880396,Andragraciaz,retweet,1
AkunAlt92880396,Baraaa_87,retweet,1
AkunAlt92880396,Edie_Epic,retweet,1
AkunAlt92880396,PejuhinKamu,retweet,1
AkunAlt92880396,Riski47663213,retweet,1
Alianaloey,ASwwtdh,retweet,1
Alianaloey,kenapaaku__,retweet,1
Alianaloey,yodreamnajaem,retweet,1
Am0r3by,17dksvt,retweet,1
Am0r3by,ASwwtdh,retweet,1
AmeliaMursid,l0vely_m0chi,reply,3
Amellaputri5,Amellaputri5,retweet,1
AnhyAnanda,AllAboutBangt4n,retweet,1
AnhyAnanda,AnhyAnanda,retweet,2
AnhyAnanda,innawidia,retweet,1
AnhyAnanda,jeonjughkook,retweet,1
AniPramesti2,icungmochi,retweet,1
Ara22243594,nambinkusayang,retweet,1
AshrafAriff,0j0093,retweet,1
AshrafAriff,23mucho,retweet,1
AshrafAriff,AliffXP,retweet,1
AshrafAriff,AmmarAbdSamat,retweet,1
AshrafAriff,BSamdee,retweet,1
AshrafAriff,CikJidy,retweet,1
AshrafAriff,FahimSidek,retweet,1
AshrafAriff,FirdausMuhd_,retweet,1
AshrafAriff,HazimHafidzull,retweet,1
AshrafAriff,Hfzuddinhalim,retweet,1
AshrafAriff,ImtiazRazali,retweet,1
AshrafAriff,Jantan_Keparat,retweet,1
AshrafAriff,MSallehuddin05,retweet,1
AshrafAriff,MisdiantoD,retweet,1
AshrafAriff,NienaQistinaa,retweet,1
AshrafAriff,RAJAFARAHSOFEA,retweet,1
AshrafAriff,Shanissxx1,retweet,1
AshrafAriff,Syxzwi_,retweet,1
AshrafAriff,ZariefAshrafHal,retweet,1
AshrafAriff,_adeehayS,retweet,1
AshrafAriff,_adibothman,retweet,1
AshrafAriff,_iirfann_,retweet,1
AshrafAriff,_nsyrh,retweet,1
AshrafAriff,adzuanaiman,retweet,1
AshrafAriff,afiqaimanyazid_,retweet,1
AshrafAriff,ainobolo,retweet,1
AshrafAriff,akkey_senpai,retweet,1
AshrafAriff,alimzlkfli,retweet,1
AshrafAriff,amirhadiamir,retweet,1
AshrafAriff,amirhimself,retweet,1
AshrafAriff,arinaree_,retweet,1
AshrafAriff,asy__raf,retweet,1
AshrafAriff,asyrf_rmlyy,retweet,1
AshrafAriff,azOZACk,retweet,1
AshrafAriff,azrnntsha,retweet,1
AshrafAriff,bulatraksasa,retweet,1
AshrafAriff,cheucensayang,retweet,1
AshrafAriff,dayangsuhana_,retweet,1
AshrafAriff,edaybahrome,retweet,1
AshrafAriff,enterinq_,retweet,1
AshrafAriff,epppp_,retweet,1
AshrafAriff,ezuZulfairy,retweet,1
AshrafAriff,faridrahmanla,retweet,1
AshrafAriff,farisjimboo,retweet,1
AshrafAriff,fazlidedi,retweet,1
AshrafAriff,galahsokmo,retweet,1
AshrafAriff,hafizraman_,retweet,1
AshrafAriff,haqifays___,retweet,1
AshrafAriff,hasyazanzuri,retweet,1
AshrafAriff,hazziq_49,retweet,1
AshrafAriff,hyeaiman,retweet,1
AshrafAriff,ikwxn_qxwiem,retweet,1
AshrafAriff,iniapif,retweet,1
AshrafAriff,iqmxlmvhd,retweet,1
AshrafAriff,ixordaughter,retweet,1
AshrafAriff,izzahohoho,retweet,1
AshrafAriff,liffmuq,retweet,1
AshrafAriff,madkeroll,retweet,1
AshrafAriff,manusiahitam,retweet,1
AshrafAriff,megatazri,retweet,1
AshrafAriff,mellaziz,retweet,1
AshrafAriff,melourip,retweet,1
AshrafAriff,mollemollee,retweet,1
AshrafAriff,nazreenwong,retweet,1
AshrafAriff,nikdotpm,retweet,1
AshrafAriff,nmaizatulakma1,retweet,1
AshrafAriff,nrhawadah,retweet,1
AshrafAriff,paansyamir,retweet,1
AshrafAriff,pijie118,retweet,1
AshrafAriff,poseymuezza,retweet,1
AshrafAriff,qilahyanie,retweet,1
AshrafAriff,qwen_eaudejeane,retweet,1
AshrafAriff,raihanrsli,retweet,1
AshrafAriff,razziii_,retweet,1
AshrafAriff,saifimranhashim,retweet,1
AshrafAriff,sarafandi88,retweet,1
AshrafAriff,sarahbaidarus,retweet,1
AshrafAriff,shashayss1,retweet,1
AshrafAriff,shequein,retweet,1
AshrafAriff,sobabest,retweet,1
AshrafAriff,spicybibimbap,retweet,1
AshrafAriff,ssyfzz,retweet,1
AshrafAriff,sweetchigga,retweet,1
AshrafAriff,syahrinsafwan,retweet,1
AshrafAriff,talhaasmui,retweet,1
AshrafAriff,xohhhk_,retweet,1
AshrafAriff,yeshhminnn,retweet,1
Asknonym,adamnmbahdukun,reply,1
Atlantaaaaa1,MitraAN2,reply,1
AuliyaArmy,shinningjinnie,retweet,1
AuliyaArmy,tkjraforever,retweet,1
AuliyaArmy,urfutureluv,retweet,1
AymanRashdanW,Syafiqah960,retweet,2
AymanRashdanW,anisadnan_,reply,1
AymanRashdanW,cikennuggetGirl,retweet,2
AymanRashdanW,csitinorbalqis,retweet,2
AymanRashdanW,izzulfaiz_am,retweet,2
AymanRashdanW,syahiranramli,retweet,2
BDGjarvoo,syatdkpeduli,retweet,1
BDGjarvoo,yellooogirl,retweet,1
BLINKmf,bintangkeciI,retweet,2
BLINKmf,blinkknilb,reply,1
BLINKmf,haiakukyu,reply,1
BLINKmf,ltyroses,reply,1
BLINKmf,withrubyjen,reply,1
BPinAmerica,bitchnauensolo,reply,2
BStubbles,Merilili2,retweet,1
BStubbles,PonteDebra,retweet,1
BTSARMY1TEAM,BojoeMinSuga,retweet,1
BTSARMY1TEAM,Dyaay_,retweet,1
BTSARMY1TEAM,Hilang_pikiran,reply,1
BTSARMY1TEAM,Indra_teamBTS,retweet,1
BTSARMY1TEAM,IviNgat,retweet,1
BTSARMY1TEAM,JYPsMAKNAE,retweet,1
BTSARMY1TEAM,Kim71841336,retweet,1
BTSARMY1TEAM,Kocheng_ungu,retweet,1
BTSARMY1TEAM,Suganeun,retweet,1
BTSARMY1TEAM,Taelephant02,retweet,1
BTSARMY1TEAM,VtOrY_1830,retweet,1
BTSARMY1TEAM,awnyet,retweet,1
BTSARMY1TEAM,bbyjemeen,retweet,1
BTSARMY1TEAM,chichimochi123,retweet,1
BTSARMY1TEAM,dreamoonies,retweet,1
BTSARMY1TEAM,duma_lumban,retweet,1
BTSARMY1TEAM,itseokjinnim,retweet,1
BTSARMY1TEAM,jeontaegoo,retweet,1
BTSARMY1TEAM,mamaiojun,retweet,1
BTSARMY1TEAM,mia_lativah,retweet,1
BTSARMY1TEAM,mwra124335,retweet,1
BTSARMY1TEAM,pipinyataehyung,retweet,1
BTSARMY1TEAM,qentangmanisjin,retweet,1
BTSARMY1TEAM,ri_vante,reply,1
BTSARMY1TEAM,salken_ya,retweet,1
BTSARMY1TEAM,seokjinie_luvfy,retweet,1
BTSARMY1TEAM,seokjiningbby,retweet,1
BTSARMY1TEAM,shdwssw,retweet,1
BTSARMY1TEAM,vtaexxjj,retweet,1
BTS_twt,innawidia,reply,3
Bacaan3,Persona76319801,retweet,1
Bacaan3,YaniaSadiyah,retweet,1
Bacaan3,taedrugsc,retweet,1
Badheroungi,Ataaya9,retweet,1
Badheroungi,Badheroungi,retweet,1
Badheroungi,BigBucin,retweet,1
Badheroungi,adelachimolala,retweet,1
Badheroungi,eternalovepjm,retweet,1
Badheroungi,halvcon,retweet,1
Badheroungi,ldsrit,retweet,1
Badheroungi,miiiestetiiik_,retweet,1
Badheroungi,pergi_piknik,retweet,1
Badheroungi,rosea_twt,retweet,1
Badheroungi,taeqillas,retweet,1
Badheroungi,vantaaehyung,retweet,1
Bangtan83524538,BabyJisungPwark,retweet,1
Bangtan83524538,BrainHusna,retweet,1
Bangtan83524538,Dealova_05,retweet,1
Bangtan83524538,Deykolmebaepsae,retweet,1
Bangtan83524538,Harutoyaaa,retweet,1
Bangtan83524538,JeonVan10,retweet,1
Bangtan83524538,KSoora12,retweet,1
Bangtan83524538,KhotijahKhot,retweet,1
Bangtan83524538,Muti_ara95,retweet,1
Bangtan83524538,NlNurani,retweet,1
Bangtan83524538,R301099,retweet,1
Bangtan83524538,aprilforsehvn,retweet,1
Bangtan83524538,belongstojoon,retweet,1
Bangtan83524538,bucinbangtan__,retweet,1
Bangtan83524538,ika_tria97,retweet,1
Bangtan83524538,ir_inra,retweet,1
Bangtan83524538,jeonyeraxxi,retweet,1
Bangtan83524538,madblaad,retweet,1
Bangtan83524538,mikroorganisme,retweet,1
Bangtan83524538,moonieyourbae,retweet,1
Bangtan83524538,parkmitamin,retweet,1
Bangtan83524538,peachyuvv,retweet,1
Bangtan83524538,pukupawpaw,retweet,1
Bangtan83524538,suk4_seblakk,retweet,1
Bangtan83524538,temanmudidunia,retweet,1
Bangtan83524538,urtopiahwa,retweet,1
BeSulfihan,arstertn,retweet,1
BenjiKrol,simpjjs,reply,1
Blibyeolie19,fatimahtimmy,retweet,1
Bridge__z,dannymahenputra,reply,1
Bublekook,fatimahtimmy,retweet,1
Bucinjeffry,doyiskim,retweet,1
Bucinnyajunguwu,aumulfand,reply,1
CHARMINGMYG,vkookberry,reply,1
CYBERVENTEEN,Aprilia__p,retweet,2
CYBERVENTEEN,Taehyungiverse_,reply,1
CYBERVENTEEN,TasyaNoonaa,reply,1
CYBERVENTEEN,catsisyus,reply,1
CYBERVENTEEN,chzekeju,reply,1
CYBERVENTEEN,cooky1517,reply,1
CYBERVENTEEN,dinadoie,reply,1
CYBERVENTEEN,jnantaexx,reply,1
CYBERVENTEEN,riaxfeblue,reply,1
CYBERVENTEEN,sygdoyyii,reply,1
Caca30V,ASwwtdh,retweet,1
CallyMb,FilaHaruna,retweet,1
CallyMb,Hellosummer181,retweet,1
CallyMb,ImoutWulan,retweet,1
CallyMb,KekenKeny,retweet,1
CallyMb,Luthfiatul7,retweet,1
CallyMb,Muti_ara95,retweet,1
CallyMb,Neta_mlk,retweet,1
CallyMb,NlNurani,retweet,1
CallyMb,Purnamabulan27,retweet,1
CallyMb,TVervena,retweet,1
CallyMb,aesthelilac,retweet,1
CallyMb,apeachesyy,retweet,1
CallyMb,beautyswithluv,retweet,1
CallyMb,bibidibbabidibo,retweet,1
CallyMb,eajjka,retweet,1
CallyMb,euphoheart,retweet,1
CallyMb,firahhis,retweet,1
CallyMb,fluffybooba,retweet,1
CallyMb,hhjkyh16,retweet,1
CallyMb,hswdnd003,retweet,1
CallyMb,hunnidspaces,retweet,1
CallyMb,iamrise69,retweet,1
CallyMb,introvertnochu,retweet,1
CallyMb,itadoang99,retweet,1
CallyMb,jjhfade,retweet,1
CallyMb,karinntn,retweet,1
CallyMb,korenightly,retweet,1
CallyMb,kyuboost,retweet,1
CallyMb,luthfiajhdynt_,retweet,1
CallyMb,mfryoongi,retweet,1
CallyMb,mpiwiw,retweet,1
CallyMb,mybloodntearsvn,retweet,1
CallyMb,pipelluv,retweet,1
CallyMb,pipiomaka,retweet,1
CallyMb,precskook,retweet,1
CallyMb,privatebutnahh,retweet,1
CallyMb,pukupawpaw,retweet,1
CallyMb,pwettylilpearls,retweet,1
CallyMb,rhpsdyy74,retweet,1
CallyMb,rutoniceu,retweet,1
CallyMb,spearbunny,retweet,1
CallyMb,uribunnyBoy,retweet,1
CallyMb,watermelownt,retweet,1
CallyMb,xshibacot,retweet,1
ChaewonJogja,wookeok,reply,1
ChanHaeChen,jenoooleeeeee,retweet,1
ChanHaeChen,leaurorabom,retweet,1
ChanHaeChen,yukheiluvest,reply,1
ChangeOrg_ID,Frl_20,reply,1
ChangeOrg_ID,Harudamie,reply,1
ChangeOrg_ID,Xiaojun_ID,reply,1
ChangeOrg_ID,bangtaniraa,reply,1
ChangeOrg_ID,bintangkeciI,reply,1
ChangeOrg_ID,choijyki,reply,1
ChangeOrg_ID,fairycewon,reply,1
ChangeOrg_ID,jejuyajk,reply,1
ChangeOrg_ID,joonenthu,reply,1
ChangeOrg_ID,kepoamatsob,reply,1
ChangeOrg_ID,lumygnous,reply,1
ChangeOrg_ID,narzw_,reply,1
ChangeOrg_ID,radh06,reply,1
ChangeOrg_ID,santaeyoung,reply,1
ChangeOrg_ID,sircjjkluv,reply,1
Cherry271297,ElsaOctaviyanti,retweet,1
Cherry271297,LaliceManobal1,retweet,1
Cherry271297,Lily_Miss15,retweet,1
Cherry271297,ai_chaerin,retweet,1
Cherry271297,itsmelalapoh,retweet,1
Cherry271297,jennekobutler,retweet,1
Cherry271297,nuealldin,retweet,1
Cherry271297,sikecilmarmut,retweet,1
Chico55300308,kthyoentanie,reply,2
Choojjii,AgustDka,retweet,1
Choojjii,Dyaay_,retweet,1
Choojjii,YaniaSadiyah,retweet,1
Choojjii,dlwrmmaa,retweet,1
Choojjii,faatiyaaa,retweet,1
Choojjii,innawidia,retweet,1
Choojjii,sshadowlikeme,retweet,1
Choojjii,tannyoes,retweet,1
CiaClarissa2,_strwberries_,reply,1
CiaClarissa2,putriafl,reply,1
CiaClarissa2,vminynjn,reply,1
CookyVanTata,28Adellow,retweet,1
CookyVanTata,ARMY020298,retweet,1
CookyVanTata,ARMYBTS85483924,retweet,1
CookyVanTata,AdeliiaSaphira,retweet,1
CookyVanTata,AgustDka,retweet,1
CookyVanTata,AnotherAca,retweet,1
CookyVanTata,BADBOYS_1503,retweet,1
CookyVanTata,Bangtanarmys25,retweet,1
CookyVanTata,BojoeMinSuga,retweet,1
CookyVanTata,Dyaay_,retweet,1
CookyVanTata,FaraHope_07,retweet,1
CookyVanTata,Hilang_pikiran,retweet,1
CookyVanTata,Illfha1,retweet,1
CookyVanTata,JYPsMAKNAE,retweet,1
CookyVanTata,Kim71841336,retweet,1
CookyVanTata,Koomyeuph0ria,retweet,1
CookyVanTata,Lelysijabatt,retweet,1
CookyVanTata,Persona76319801,retweet,1
CookyVanTata,RaainF,retweet,1
CookyVanTata,SilviaSyifaL1,retweet,1
CookyVanTata,TAETAELAXY,retweet,2
CookyVanTata,UghONtheMoon,retweet,1
CookyVanTata,YaniaSadiyah,retweet,1
CookyVanTata,actaeryaa,retweet,1
CookyVanTata,anslmin,retweet,1
CookyVanTata,bangtangeng,retweet,1
CookyVanTata,bbaepsaez,retweet,1
CookyVanTata,black_swan3012,retweet,1
CookyVanTata,candyc0u9h,retweet,1
CookyVanTata,ceccindyy,retweet,1
CookyVanTata,cgrtalert,retweet,1
CookyVanTata,choconaca,retweet,1
CookyVanTata,diian_meii,retweet,1
CookyVanTata,dlwrmmaa,retweet,1
CookyVanTata,enakaseli,retweet,1
CookyVanTata,faatiyaaa,retweet,1
CookyVanTata,fly18489900,retweet,1
CookyVanTata,greentaeteaa,retweet,1
CookyVanTata,halcyon1221,retweet,1
CookyVanTata,hellena_95,retweet,1
CookyVanTata,itsv_____,retweet,1
CookyVanTata,jeonerma_27,retweet,1
CookyVanTata,jhsoes,retweet,1
CookyVanTata,jjmpark0413,retweet,1
CookyVanTata,jungkooksayku,retweet,1
CookyVanTata,kkmij_pavjung,retweet,1
CookyVanTata,krsmonika,retweet,1
CookyVanTata,kthforlala2,retweet,1
CookyVanTata,matcyache,retweet,1
CookyVanTata,minnnnn_yoongi,retweet,1
CookyVanTata,minsckr,retweet,1
CookyVanTata,munasa__,retweet,1
CookyVanTata,myAprild,retweet,1
CookyVanTata,mypjm13,retweet,1
CookyVanTata,ohsehun32143134,retweet,1
CookyVanTata,permatadesy1,retweet,1
CookyVanTata,serendipitymya,retweet,1
CookyVanTata,slsblzzhra_,retweet,1
CookyVanTata,urluvberry,retweet,1
CookyVanTata,winterbearr95,retweet,1
CookyVanTata,wwhmooncip7,retweet,1
CookyVanTata,yolobunjimin,retweet,1
CookyVanTata,you66hooney,retweet,1
CookyVanTata,youngsvnn,retweet,1
CookyVanTata,yourtime97,retweet,1
DIORJlMlN,songseokrae,reply,1
DIORMlNS,avivijn,reply,1
DOYONIM,ayjeyeee,retweet,1
DRERRYS1,DRERRYS1,retweet,1
Daechwitaal,WrBi_Bee,retweet,1
Daechwitaal,addiniyah_in,retweet,1
Daechwitaal,deternalyoon,retweet,1
Daechwitaal,jjuuniee,retweet,1
Daechwitaal,sugarsugatd,retweet,1
Darwinbaubau,Anakran24808779,retweet,1
Darwinbaubau,NGPRSTY,retweet,1
Darwinbaubau,keren1296474893,retweet,2
Darwinbaubau,kuswardani_eman,retweet,1
Darwinbaubau,tausayaa,retweet,1
DeaLuv8,DeyaRys7,retweet,1
DeaLuv8,NamuJoonss_,retweet,1
DeaLuv8,RisthaaaM,retweet,1
DeaLuv8,VirgoRys3,retweet,1
DeaLuv8,ZhyLu_,retweet,1
DeaLuv8,altasnga,retweet,1
DeaLuv8,ay0hitmanbang_,retweet,1
DeaLuv8,fatimahtimmy,retweet,1
DeaLuv8,ggukschaee,retweet,1
DeaLuv8,hobie1301,retweet,1
DeaLuv8,limereals,retweet,1
DeaLuv8,navanteii,retweet,1
DeaLuv8,notadrinkpliz,retweet,1
DeaLuv8,purplehearteuuu,retweet,1
DeaLuv8,raka_hananda,retweet,1
DeaLuv8,sugularity,retweet,1
DeaLuv8,tatatatatae_,retweet,1
DeaLuv8,tkjraforever,retweet,1
Deejayrambo1,shadrack_ja,reply,4
Desvitaulia,AdaraLayla,retweet,1
DeyaRys7,RisthaaaM,retweet,1
DeyaRys7,Taerinra_ssi,retweet,1
DeyaRys7,ZhyLu_,retweet,1
DeyaRys7,__imyourfilter_,retweet,1
DeyaRys7,amBbbyDV,retweet,1
DeyaRys7,angellchrstt,retweet,1
DeyaRys7,ayunanteaa,retweet,1
DeyaRys7,baemiathena,retweet,1
DeyaRys7,buciintaehyungg,retweet,1
DeyaRys7,chimins_lcvebot,retweet,1
DeyaRys7,creemycookie,retweet,1
DeyaRys7,cyphrr4,retweet,1
DeyaRys7,daecwita,retweet,1
DeyaRys7,eternmoons,retweet,1
DeyaRys7,gg00kiverse,retweet,1
DeyaRys7,gyuyoong,retweet,1
DeyaRys7,jeonggukqu,retweet,1
DeyaRys7,jeykeyyheyoo,retweet,1
DeyaRys7,kookqis_,retweet,1
DeyaRys7,kthjeon_,retweet,1
DeyaRys7,liajimssss,retweet,1
DeyaRys7,m1nlatt3,retweet,1
DeyaRys7,matchadell_,retweet,1
DeyaRys7,may_Njel,retweet,1
DeyaRys7,piupiuningning,retweet,1
DeyaRys7,pphpjm,retweet,1
DeyaRys7,purplemy_V,retweet,1
DeyaRys7,r_mochibolala,retweet,1
DeyaRys7,salqwertyuiop,retweet,1
DeyaRys7,scturnx,retweet,1
DeyaRys7,seagulliee,retweet,1
DeyaRys7,soobinnerchild,retweet,1
DeyaRys7,taekimieee,retweet,1
DeyaRys7,thenternll,retweet,1
DeyaRys7,wholeksj,retweet,1
DeyaRys7,yjiminn,retweet,1
DionysiusJoon1,INNERTAEBY,reply,1
DynamicsA24,Am_abiyos,retweet,1
DynamicsA24,DynamicsA24,retweet,1
DynamicsA24,Muslab09,retweet,1
DynamicsA24,PengUstas,retweet,1
DynamicsA24,mahmoud_rilwan,retweet,1
DynamicsA24,muslabalameen,retweet,1
Dzakyts_,Dzakyts_,retweet,1
Dzakyts_,ImoutWulan,retweet,1
Dzakyts_,_lunascamander,retweet,1
Dzakyts_,autumnlvss,retweet,1
Dzakyts_,daegumandue,retweet,1
Dzakyts_,gfagustd,retweet,1
Dzakyts_,kirancekim,retweet,1
Dzakyts_,ly0495,retweet,1
Dzakyts_,may_Njel,retweet,1
Dzakyts_,soobread_,retweet,1
Dzakyts_,staaeberry,retweet,1
Dzakyts_,staeberriess,retweet,1
Dzakyts_,sugyarrrrrr,retweet,1
Dzakyts_,tasyacheonsa97,retweet,1
Dzakyts_,whalienjam,retweet,1
ETERNALGUKIE,ETERNALGUKIE,retweet,2
ETERNALGUKIE,taPoppin52,reply,1
Effy_98,jesus_seok,reply,2
Elsaexl3,Nayelld_,retweet,1
Elsaexl3,byunlaa,retweet,1
Elsaexl3,chenkimjong21,retweet,1
Elsaexl3,jonginpouty,retweet,1
Elsaexl3,luvyunct,retweet,1
Elsaexl3,oohfitr,retweet,1
Elsaexl3,silvergred,retweet,1
Elsaexl3,y8n_peach,retweet,1
Elvaoprich_,tournesolhyucc,reply,1
Eternal_ForMoon,Bdzl__,retweet,1
FAIRYJ00N,JYPsMAKNAE,retweet,1
FAIRYJ00N,animesriracha,retweet,1
FAIRYJ00N,serotannies,retweet,1
FBI,OFmatt84,retweet,5
FBI,TeletraanII,reply,4
Fanfani13,OrianaNJ14,reply,1
Fanylatae,joonnamjun,reply,1
Fatihzahra4,Aldistpd,retweet,1
Fatihzahra4,Ayuputrii22,retweet,1
Fatihzahra4,Carateubunny,retweet,1
Fatihzahra4,Herlina12June,retweet,1
Fatihzahra4,Paskalis_7,retweet,1
Fatihzahra4,Rissaluff,retweet,1
Fatihzahra4,bajahitamku,retweet,1
Fatihzahra4,cmdp___,retweet,1
Fatihzahra4,deffreyy,retweet,1
Fatihzahra4,euntaaja,retweet,1
Fatihzahra4,febrisujatmiko,retweet,1
Fatihzahra4,haryan__,retweet,1
Fatihzahra4,heyweballinnnn,retweet,1
Fatihzahra4,joepersley,retweet,1
Fatihzahra4,ryufiaya10,retweet,1
Fatihzahra4,sy_BlueViolin,retweet,1
Fatihzahra4,vennyaprianiii,retweet,1
Fatihzahra4,winwinspaint,retweet,1
Fatihzahra4,yakalicil,retweet,1
Fatihzahra4,yallsun_flower,retweet,1
FluffySaturn,hncyoo14,reply,1
FortniteGame,imKOoLLIN,reply,1
Fransisca145,Moons93852203,reply,1
Fullsun_NCTH,redpeaach14,reply,1
GMahendra25,ClassicApplePie,retweet,1
GMahendra25,ImmanuelCole,retweet,1
GMahendra25,Najmdn,retweet,1
GMahendra25,Romy_Deshu,retweet,1
GMahendra25,banainay_,retweet,1
GMahendra25,euntaaja,retweet,1
GMahendra25,ilysbhaechan,retweet,1
GMahendra25,lintangqrstu,retweet,1
GMahendra25,lizzuhhh,retweet,1
GMahendra25,potatohead1414,retweet,1
GMahendra25,xxxxxtxy,retweet,1
GOLDENNK00K,YoongleLuna,retweet,1
GOLDENNK00K,flowerbangtanq,retweet,1
Ggukkiejeonn,filterjungs,retweet,1
GguksMiniemoni,ndakths,reply,1
GjRiss,ljubavjimin,reply,1
GniusD,YaniaSadiyah,retweet,1
GniusD,amBbbyDV,retweet,1
GniusD,fansisteu,retweet,1
GniusD,hobie1301,retweet,1
GniusD,jekansmjoris_,retweet,1
GniusD,limereals,retweet,1
GniusD,may_Njel,retweet,1
Guderrr_,maudreyayundak,reply,2
Guncoroo,bskrpryg,retweet,1
HadriShah,Mark_Markgraf,retweet,1
HadriShah,Ziezeur,retweet,1
HadriShah,ghazali_saleman,retweet,1
HadriShah,megatmuzhafar,retweet,1
HadriShah,mohamadfadzlan,retweet,1
HadriShah,omrfq,retweet,1
HadriShah,thewalkingbearr,retweet,1
HanumLutviah,HanumLutviah,retweet,2
HanumLutviah,Persona76319801,retweet,1
HanumLutviah,YaniaSadiyah,retweet,1
HanumLutviah,faatiyaaa,retweet,1
Happyji30_o,Liplipelip,retweet,1
Happyji30_o,anslmin,retweet,1
Happyji30_o,apiertemis,retweet,1
Happyji30_o,beethe_HOPEJ,retweet,1
Happyji30_o,faatiyaaa,retweet,1
Happyji30_o,kanichamrdn,retweet,1
Happyji30_o,peachy_gguk097,retweet,1
HardforJoon,jaesixs2,reply,1
Harudamie,Kookiiesssss,retweet,1
Harudamie,_wintersugar_,retweet,1
Harudamie,fantaestis,retweet,1
Harudamie,mystaery95,retweet,1
Harudamie,not7withyou_,retweet,1
Harudamie,siempum,retweet,1
Harudamie,wisteriaruu,retweet,1
Harudamie,withallofpowers,retweet,1
Harudamie,yg93s__,retweet,1
Haudenosaunee_,26farhan08,reply,1
Heiyou3004,biasnanmolla,retweet,1
Hi_callmeadin,17sktb,retweet,1
Hi_callmeadin,Acmetbz,retweet,1
Hi_callmeadin,AsyaRizkya,retweet,1
Hi_callmeadin,Baejuseyoo,retweet,1
Hi_callmeadin,KSW2OOO,retweet,1
Hi_callmeadin,MTBB_KU,retweet,1
Hi_callmeadin,ZivaMaghfirah,retweet,1
Hi_callmeadin,_matchaalatte,retweet,1
Hi_callmeadin,abinskz,retweet,1
Hi_callmeadin,akusukacoklatt,retweet,1
Hi_callmeadin,armyvisha15,retweet,1
Hi_callmeadin,bucinfana,retweet,1
Hi_callmeadin,chickunjae,retweet,1
Hi_callmeadin,dgbwonjin1,retweet,1
