text,id,userid,username,created_at,likes,retweets,isquote,is_retweet,mentions,hashtags,reply_to,geo,place,text_clean
"""Kita berasal dari tanah, makan apa yang tumbuh dari tanah, hingga nanti kembali ke tanah. Mengapa madih berjiwa langit?"" Buya Hamka - #BlackLivesMatters #BlackLivesMatter",1266482483534520320,196034540,IndonesianDood,2020-05-29 21:32:08,0,0,False,False,[],"['BlackLivesMatters', 'BlackLivesMatter']",,,,berasal tanah makan tumbuh tanah tanah madih berjiwa langit buya hamka blacklivesmatters blacklivesmatter
Nih liat ada bug daripada pantengin #GeorgeFloydWasMurdered mulu dan #BlackLivesMatters https://t.co/zTfhXTVE7C,1266482335039410176,1211396613765132288,Mhdseptian_,2020-05-29 21:31:33,0,0,False,False,[],"['GeorgeFloydWasMurdered', 'BlackLivesMatters']",,,,nih liat bug pantengin georgefloydwasmurdered mulu blacklivesmatters
"Seorang tokoh Muslim Afrika-Amerika &amp; aktifis HAM, sosok yang memperjuangkan HAK2 Kulit Hitam dari diskriminasi.

dia adalah MALCOLM-X salah seorang yang sangat gue idolakan

#RealismArtist
#PencilsSketch
#MalcolmX
#BlackLivesMatters
#GalleryMasDee https://t.co/fpyMYIpwYy",1266478554432208896,576073722,gallerymasdee,2020-05-29 21:16:32,0,0,False,False,[],"['RealismArtist', 'PencilsSketch', 'MalcolmX', 'BlackLivesMatters', 'GalleryMasDee']",,,,tokoh muslim afrikaamerika amp aktifis ham sosok memperjuangkan hak2 kulit hitam diskriminasi malcolmx idolakan realismartist pencilssketch malcolmx blacklivesmatters gallerymasdee
Masih pada yakin nih Trump dua periode? 🤫 #BlackLivesMatters,1266478447217397760,1217362254619742208,sorealisme__,2020-05-29 21:16:06,0,0,False,False,[],['BlackLivesMatters'],,,,nih trump periode blacklivesmatters
"ACAB. BLM. 
#BlackLivesMatters 
#BlackLivesMater",1266477034777112576,1119476321883541504,fiImbts,2020-05-29 21:10:29,2,0,False,False,[],"['BlackLivesMatters', 'BlackLivesMater']",,,,acab blm blacklivesmatters blacklivesmater
"gaul boleh,budaya jangan lupa 
#kekeyi  #tiktokindonesia #BlackLivesMatters  #borusimalungun #tiktokhot https://t.co/Ako07eg8li",1266475616632582144,1245799483272650752,mithasrgh,2020-05-29 21:04:51,4,0,False,False,[],"['kekeyi', 'tiktokindonesia', 'BlackLivesMatters', 'borusimalungun', 'tiktokhot']",,,,gaul budaya lupa kekeyi tiktokindonesia blacklivesmatters borusimalungun tiktokhot
"@JustASayn @MarkDice @SecretService @FBI BLM is a terrorist organization 
#BlackLivesMatters #MinneapolisRiot #Minneapolisprotests",1266475266496487425,67242707,TeletraanII,2020-05-29 21:03:28,3,1,False,False,"['JustASayn', 'MarkDice', 'SecretService', 'FBI']","['BlackLivesMatters', 'MinneapolisRiot', 'Minneapolisprotests']",1.2664743213854188e+18,,,justasayn markdice secretservice fbi blm is terrorist organization blacklivesmatters minneapolisriot minneapolisprotests
"Taliban in @WhiteHouse 

#Minneapolis #BlackLivesMatter 
#BlackLivesMatters https://t.co/h5IgRtqHQD",1266472946773745672,182876354,BrahimBourzik,2020-05-29 20:54:15,0,0,True,False,['WhiteHouse'],"['Minneapolis', 'BlackLivesMatter', 'BlackLivesMatters']",,,,taliban in whitehouse minneapolis blacklivesmatter blacklivesmatters
@M00NSUNGIE Yes BLM #BlackLivesMater #BlackLivesMatters #RAISETHEDEGREE,1266465991367831559,1259679066795511809,taecafe__,2020-05-29 20:26:36,0,0,False,False,['M00NSUNGIE'],"['BlackLivesMater', 'BlackLivesMatters', 'RAISETHEDEGREE']",1.2662979791173059e+18,,,m00nsungie yes blm blacklivesmater blacklivesmatters raisethedegree
jangan pake hestek #BlackLivesMatters kalo ngeliat orng papua masih cengengesan ngetawain.,1266462946546212864,385333653,farrasmuhhh,2020-05-29 20:14:30,0,0,False,False,[],['BlackLivesMatters'],,,,pake hestek blacklivesmatters kalo ngeliat orng papua cengengesan ngetawain
RASICM 😞 #BlackLivesMatters #BlackLivesMatter https://t.co/ni1lafCG7h,1266462703293362176,1054359234379374593,bichyess,2020-05-29 20:13:32,0,0,False,False,[],"['BlackLivesMatters', 'BlackLivesMatter']",,,,rasicm blacklivesmatters blacklivesmatter
"Derek chauvin, ada bukti video ia membuat seorang pria meregang nyawa seketika ditempat. Tapi pembelaannya adalah ia tidak sengaja melakukan itu. 
Mana lagi Yang lebih kejam dari hukum ini? 

#GeorgeFloydWasMurdered 
#BlackLivesMatters https://t.co/kQ8T0BdWic",1266462649442680832,2488392252,Nonni_23,2020-05-29 20:13:20,0,0,False,False,[],"['GeorgeFloydWasMurdered', 'BlackLivesMatters']",1.2664626372498555e+18,,,derek chauvin bukti video pria meregang nyawa ditempat pembelaannya sengaja kejam hukum georgefloydwasmurdered blacklivesmatters
@jeontitss @Effy_98 End rasiscm #BlackLivesMatters,1266461236742557697,1112402453591457792,jesus_seok,2020-05-29 20:07:43,0,0,False,False,"['jeontitss', 'Effy_98']",['BlackLivesMatters'],1.266387296565244e+18,,,jeontitss effy_98 end rasiscm blacklivesmatters
"@SonyaDevilleWWE ❤Love ya, Sonya!💕
#BlackLivesMatters #GeorgeFloydWasMurdered #JusticeForFloyd",1266458761373368323,2248758592,Mike_jumpp,2020-05-29 19:57:53,0,0,False,False,['SonyaDevilleWWE'],"['BlackLivesMatters', 'GeorgeFloydWasMurdered', 'JusticeForFloyd']",1.2663647085226516e+18,,,sonyadevillewwe love sonya blacklivesmatters georgefloydwasmurdered justiceforfloyd
"ape babi kimak ko vote pembunuh
#BlackLivesMatters",1266455294420320257,862221262461980672,secretchoki,2020-05-29 19:44:06,0,0,False,False,[],['BlackLivesMatters'],,,,ape babi kimak ko vote pembunuh blacklivesmatters
"Gimana bisa di cap sebagai INSIDEN. Dia BERENCANA MEMBUNUH. DIA ADALAH PEMBUNUH. 

#RaiseTheDegree 
#BlackLivesMatters",1266453097351483393,1171779090551992320,WeLoveYou_93,2020-05-29 19:35:22,0,0,False,False,[],"['RaiseTheDegree', 'BlackLivesMatters']",,,,cap insiden berencana membunuh pembunuh raisethedegree blacklivesmatters
@wooyvaw @oecypher #BlackLivesMatters blm blm blm,1266450653573980168,812741809185161216,thankgod4jimin,2020-05-29 19:25:39,1,1,False,False,"['wooyvaw', 'oecypher']",['BlackLivesMatters'],1.266346568426406e+18,,,wooyvaw oecypher blacklivesmatters blm blm blm
@didymus77 @fItrjmn BLAH BLAH BLAH BLAHHHHH! #RAISETHEDEGREE #GeorgeFloydWasMurdered #BlackLivesMatters,1266448959805050883,1226738735984844800,christa_prunier,2020-05-29 19:18:56,0,0,False,False,"['didymus77', 'fItrjmn']","['RAISETHEDEGREE', 'GeorgeFloydWasMurdered', 'BlackLivesMatters']",1.2664485873634304e+18,,,didymus77 fitrjmn blah blah blah bl raisethedegree georgefloydwasmurdered blacklivesmatters
"uh... kenapa kawan kawan aku macam ni..... diaorang dekat twitter/ig story b like
""#BlackLivesMatters ‼‼""
"" #StopRacismSaveLives ""

tapi bila aku suruh stop cakap n word tu..... susah nau nak stop... i mean like?????the????fuck???? 😌😌 even korang tukar huruf pun.. sama je lol",1266445899577753604,911447326148878336,heidieizaleia,2020-05-29 19:06:46,5,2,False,False,[],"['BlackLivesMatters', 'StopRacismSaveLives']",,,,uh kawan kawan ni diaorang twitterig story like blacklivesmatters stopracismsavelives suruh stop cakap n word tu susah nau nak stop i mean likefuck even korang tukar huruf je lol
@unfeIixed Yes BLM #BlackLivesMater #BlackLivesMatters #RAISETHEDEGREE,1266444398855884800,1259679066795511809,taecafe__,2020-05-29 19:00:48,1,0,False,False,['unfeIixed'],"['BlackLivesMater', 'BlackLivesMatters', 'RAISETHEDEGREE']",1.2663012946978324e+18,,,unfeiixed yes blm blacklivesmater blacklivesmatters raisethedegree
"Palestine apa kabar 😢🇵🇸

#PalestineWillBeFree #IsraeliCrimes 
#BlackLivesMatters https://t.co/iB3uLfdTSm",1266441670897201152,1132907084582776832,fatma_shafiyah,2020-05-29 18:49:58,8,3,False,False,[],"['PalestineWillBeFree', 'IsraeliCrimes', 'BlackLivesMatters']",,,,palestine kabar palestinewillbefree israelicrimes blacklivesmatters
ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!! ACAB !!!!!!!!#BlackLivesMatters #RaiseTheDegree #JusticeForGeorgeFloyd,1266440331832307713,1255542002797760517,jmnlite,2020-05-29 18:44:39,0,0,False,False,[],"['BlackLivesMatters', 'RaiseTheDegree', 'JusticeForGeorgeFloyd']",,,,acab acab acab acab acab acab acab acab acab acab acab acab acab acab acab blacklivesmatters raisethedegree justiceforgeorgefloyd
"Merinding anyeng liatnya bro, sampe bulu kuduk berdiri semua;( #JusticeForGeorgeFlyod #BlackLivesMatters #GeorgeFloydWasMurdered #GeorgeFloyd https://t.co/2t0U2HwpMl",1266438943530029056,1698700082,hantufarhan_,2020-05-29 18:39:08,0,0,True,False,[],"['JusticeForGeorgeFlyod', 'BlackLivesMatters', 'GeorgeFloydWasMurdered', 'GeorgeFloyd']",,,,merinding anyeng liatnya sampe bulu kuduk berdiri justiceforgeorgeflyod blacklivesmatters georgefloydwasmurdered georgefloyd
Remember: ACAB! #BlackLivesMatters,1266437889107177472,1255719700316610560,letscykeup,2020-05-29 18:34:56,0,0,False,False,[],['BlackLivesMatters'],,,,remember acab blacklivesmatters
"Muhammadu Buhari
#BlackLivesMatters #OmarJimenez #donaldisoverparty #ThalaThalapathyWithMafiaFM #KylieJenner #JusticeForTina #Chromatica https://t.co/nEes8mwMLW",1266437830391279616,1554319632,AjaniBay,2020-05-29 18:34:42,1,2,True,False,[],"['BlackLivesMatters', 'OmarJimenez', 'donaldisoverparty', 'ThalaThalapathyWithMafiaFM', 'KylieJenner', 'JusticeForTina', 'Chromatica']",,,,muhammadu buhari blacklivesmatters omarjimenez donaldisoverparty thalathalapathywithmafiafm kyliejenner justicefortina chromatica
BLM BLM BLM BLM BLM ‼️‼️‼️#AllLivesMatter #BlackLivesMatter #BlackLivesMatters,1266435659201380355,1262068961232986117,lrninluv,2020-05-29 18:26:05,0,0,False,False,[],"['AllLivesMatter', 'BlackLivesMatter', 'BlackLivesMatters']",,,,blm blm blm blm blm alllivesmatter blacklivesmatter blacklivesmatters
"Iran vs USA
#Minneapolis 
#goergefloyd 
#BlackLivesMatters https://t.co/oRMO9rZbkv",1266434363895545858,1213074040732012544,sirsajad98,2020-05-29 18:20:56,0,0,False,False,[],"['Minneapolis', 'goergefloyd', 'BlackLivesMatters']",,,,iran vs usa minneapolis goergefloyd blacklivesmatters
"Ini hiperbola gak seh. Mediaplay lagi kan. Langsung aja. THE POLICE OFFICER WHO KILLED GEORGE FLOYD. That's it. 

#BlackLivesMatters https://t.co/z3CAv3hlvX",1266430597083262976,1171779090551992320,WeLoveYou_93,2020-05-29 18:05:58,1,0,True,False,[],['BlackLivesMatters'],,,,hiperbola gak seh mediaplay aja police officer who killed george floyd thats it blacklivesmatters
"temporary twt hiatus

#BlackLivesMatters https://t.co/jzGQBmMWQZ",1266430020450430978,1616715090,bunnyjmin,2020-05-29 18:03:40,2,0,True,False,[],['BlackLivesMatters'],,,,temporary twt hiatus blacklivesmatters
"jujur y ak si dukung ttg trending saat ini #BlackLivesMatters tapi tanpa disadari, kalian pernah rasis. even cuma blg :  
""gila item bgt dia"" 
""itu ad org kulit hitam"" dll. 
kayak apa gitu y, bahkan kdg ke temen sendiri, every color skin its beautiful sometimes bullshit..",1266429785905025026,1075006690955677697,ASTERIAFI,2020-05-29 18:02:44,0,0,False,False,[],['BlackLivesMatters'],,,,jujur y ak si dukung ttg trending blacklivesmatters disadari rasis even blg gila item bgt ad org kulit hitam kayak y kdg temen every color skin its beautiful sometimes bullshit
"Bagus sih. Tapi apa harus sampe satu dunia melihat gini? Ga malu? Baru ditahan setelah berapa hari? Tindakannya benar. Lebih baik terlambat daripada tidak sama sekali. Tapi kurang gercep anda 

#BlackLivesMatters https://t.co/z3CAv3hlvX",1266429309104746496,1171779090551992320,WeLoveYou_93,2020-05-29 18:00:51,0,0,True,False,[],['BlackLivesMatters'],,,,bagus sih sampe dunia ga malu ditahan tindakannya terlambat gercep blacklivesmatters
@tennantsglasses #BlackLivesMatters Merhaba!,1266428839829417985,1216948715124142080,sepuxe,2020-05-29 17:58:59,1,0,False,False,['tennantsglasses'],['BlackLivesMatters'],1.2664232794867507e+18,,,tennantsglasses blacklivesmatters merhaba
"@hyxnswoo Jinhwan 
#BlackLivesMatters #blacklivesmater #BlackLiveMatter #blacklivesmatter",1266428319744040961,1264541428782370818,RHYTHMKWAN,2020-05-29 17:56:55,0,0,False,False,['hyxnswoo'],"['BlackLivesMatters', 'blacklivesmater', 'BlackLiveMatter', 'blacklivesmatter']",1.266427646478553e+18,,,hyxnswoo jinhwan blacklivesmatters blacklivesmater blacklivematter blacklivesmatter
Serious Pandemic In USA? #Minneapolis #BlackLivesMatters https://t.co/E80Ixc6rLP,1266428249451749376,99272239,FuadAliAbdalla,2020-05-29 17:56:38,0,0,False,False,[],"['Minneapolis', 'BlackLivesMatters']",,,,serious pandemic in usa minneapolis blacklivesmatters
#BlackLivesMatters 🖤by jahseh onfroy https://t.co/qAx25AtIVD,1266427595333271552,1177179498330165248,Med__zaza,2020-05-29 17:54:02,7,2,False,False,[],['BlackLivesMatters'],,,,blacklivesmatters by jahseh onfroy
"@Khamenei_tv @khamenei_ir #Icantbreath
#blacklivesmatters
Labaik ya Khamenei.",1266427496049844225,1237329425684979712,rexa_ali,2020-05-29 17:53:38,0,0,False,False,"['Khamenei_tv', 'khamenei_ir']","['Icantbreath', 'blacklivesmatters']",1.265677848142123e+18,,,khamenei_tv khamenei_ir icantbreath blacklivesmatters labaik khamenei
Joseph Tusan! #BlackLivesMatters https://t.co/HS5BZoq2OM,1266426123371626496,313957240,ArdranCarr,2020-05-29 17:48:11,2,0,True,False,[],['BlackLivesMatters'],,,,joseph tusan blacklivesmatters
@hyunjyna #BlackLivesMatters Yoongi,1266425414379089925,1072110587289706496,Seesawteuse_,2020-05-29 17:45:22,0,0,False,False,['hyunjyna'],['BlackLivesMatters'],1.2663796335423939e+18,,,hyunjyna blacklivesmatters yoongi
"YES YESSSSSS!

#BlackLivesMatters

 ALHAMDULILLAH !!! https://t.co/HSBugEe6oW",1266424979404525568,1133010385018032129,Life_SleepyHead,2020-05-29 17:43:38,1,1,True,False,[],['BlackLivesMatters'],,,,yes yessssss blacklivesmatters alhamdulillah
"@altamimi14 Astaghfirullah never 
#BlackLivesMatters",1266423451423817731,922391498259353601,colliding_starz,2020-05-29 17:37:34,2,1,False,False,['altamimi14'],['BlackLivesMatters'],1.2659934609617388e+18,,,altamimi14 astaghfirullah never blacklivesmatters
#BlackLivesMatters dan #Mineapolis ini trending terus dari tadi pagi...,1266422970366509057,612495708,RyanSuryotomo,2020-05-29 17:35:39,0,0,False,False,[],"['BlackLivesMatters', 'Mineapolis']",,,,blacklivesmatters mineapolis trending
@Ajaysaurus Warnanya keren yg item. Makin semangat ngeroko😎. #BlackLivesMatters,1266421567593930752,2285463470,andiardiansh,2020-05-29 17:30:05,0,0,False,False,['Ajaysaurus'],['BlackLivesMatters'],1.2662889059695247e+18,,,ajaysaurus warnanya keren item semangat ngeroko blacklivesmatters
Sumpah .. Aku still x pham psl .. Yg trend tu #BlackLivesMatters,1266421125463982081,1255896683914784774,yoon_kie,2020-05-29 17:28:19,1,0,False,False,[],['BlackLivesMatters'],,,,sumpah still x pham psl trend tu blacklivesmatters
@_yoonchild_ #BlackLivesMaters (BTS: Taehyung),1266419905450201088,938378545386139648,Taera_bng,2020-05-29 17:23:29,1,0,False,False,['_yoonchild_'],['BlackLivesMaters'],1.2664183073489551e+18,,,_yoonchild_ blacklivesmaters bts taehyung
Stop diskriminasi terhadap orang timur! #PapuanLivesMatter #BlackLivesMatters https://t.co/3tsNtBeGtv,1266419261116952576,885869192888463360,txtdarinovi,2020-05-29 17:20:55,0,0,False,False,[],"['PapuanLivesMatter', 'BlackLivesMatters']",,,,stop diskriminasi timur papuanlivesmatter blacklivesmatters
"#PapuanLivesMatter #BlackLivesMatters 

Bhineka tunggal ika dan Papua masih tetap bagian Indonesia serta stop diskriminatif terhadap orang timur!!",1266418704490921984,885869192888463360,txtdarinovi,2020-05-29 17:18:42,0,0,False,False,[],"['PapuanLivesMatter', 'BlackLivesMatters']",,,,papuanlivesmatter blacklivesmatters bhineka tunggal ika papua indonesia stop diskriminatif timur
@_parkthatmochi guys please please use this #BlackLivesMatters  sbb yg ada gmbr tgn tu dh lebih 24 jm sekian dri saya ☺️ si comel yuyu ☺️☺️☺️,1266418124858904577,1075309566110228480,JMIBNIDA,2020-05-29 17:16:24,1,0,False,False,['_parkthatmochi'],['BlackLivesMatters'],1.266417423961342e+18,,,_parkthatmochi guys please please use this blacklivesmatters sbb gmbr tgn tu dh 24 jm dri si comel yuyu
"SUDAH SUDAH LA PASAL KAU SINGLE KE APA BODO, BILA BNDE LAEN NAK KECM SUMA LAJU MANA BIG ACC YG SLL TNYA PASAL BERAK CANGKUNG KE DUDUK? MANA SIA, BILA BNDE CMNI PANDAI KAU SILENT MMG DASAR GOBLOK

#BlackLivesMatters
#BlackLivesMatters
#BlackLivesMatters",1266417839734272000,1259499829723463680,ikaszin,2020-05-29 17:15:16,5,4,False,False,[],"['BlackLivesMatters', 'BlackLivesMatters', 'BlackLivesMatters']",,,,la pasal single bodo bnde laen nak kecm suma laju big acc sll tnya pasal berak cangkung duduk sia bnde cmni pandai silent mmg dasar goblok blacklivesmatters blacklivesmatters blacklivesmatters
"Tadi nya kita gak mau trending krna ada masalah #BlackLivesMatters .

Eh dia cover boy group yg isinya visual juga yang cover juga top Visual of kpop dong. 

Eh trending sendiri dong, masuk trending world No 7 lagi. Kurang kerjaan apa Yoonadditch dong 🥰😚
#YOONA #YoonaDay https://t.co/8aFKE6OvZd",1266417425257398272,4289471424,yoonAmyLove530,2020-05-29 17:13:37,4,3,False,False,[],"['BlackLivesMatters', 'YOONA', 'YoonaDay']",,,,nya gak trending krna blacklivesmatters cover boy group isinya visual cover top visual kpop trending trending world 7 kerjaan yoonadditch yoona yoonaday
Tik Tok blocking #BlackLivesMatters FYI,1266417391619248132,98295882,AayTeeEm,2020-05-29 17:13:29,0,0,False,False,[],['BlackLivesMatters'],,,,tik tok blocking blacklivesmatters fyi
@nfirzanahhh pakai #BlackLivesMatters sbb yg trend tu dh lebih 24 jam,1266417130498473989,1259499829723463680,ikaszin,2020-05-29 17:12:27,0,0,False,False,['nfirzanahhh'],['BlackLivesMatters'],1.2664169637329224e+18,,,nfirzan pakai blacklivesmatters sbb trend tu dh 24 jam
"guys lantak la kalo korg borak pasal apa pun please jgn tinggl

lantkla pasal pubg ke apa ke please jgn tinggl

#BlackLivesMatters
#BlackLivesMatters
#BlackLivesMatters",1266416866995482630,1075309566110228480,JMIBNIDA,2020-05-29 17:11:24,5,1,False,False,[],"['BlackLivesMatters', 'BlackLivesMatters', 'BlackLivesMatters']",,,,guys lantak la kalo korg borak pasal please jgn tinggl lantkla pasal pubg please jgn tinggl blacklivesmatters blacklivesmatters blacklivesmatters
"Christian...
#RelationshipGoals #relationshipquotes #religion #COVID19Ghana #covid1948 #BlackLivesMatters #simi #broadcastmedia https://t.co/86Of1BRwH9",1266416560668905473,2310276704,kofiabrokwa_1,2020-05-29 17:10:11,0,0,False,False,[],"['RelationshipGoals', 'relationshipquotes', 'religion', 'COVID19Ghana', 'covid1948', 'BlackLivesMatters', 'simi', 'broadcastmedia']",,,,christian relationshipgoals relationshipquotes religion covid19ghana covid1948 blacklivesmatters simi broadcastmedia
"@sherakimm baik mak

#BlackLivesMatters
#BlackLivesMatters
#BlackLivesMatters",1266416433707147266,1075309566110228480,JMIBNIDA,2020-05-29 17:09:41,1,0,False,False,['sherakimm'],"['BlackLivesMatters', 'BlackLivesMatters', 'BlackLivesMatters']",1.2664158998645146e+18,,,sherakimm mak blacklivesmatters blacklivesmatters blacklivesmatters
"@JMIBNIDA Apa apa jela susu 
#BlackLivesMatters 
#BlackLivesMatters #BlackLivesMatters",1266415899864514560,1200746408283783169,sherakimm,2020-05-29 17:07:34,0,0,False,False,['JMIBNIDA'],"['BlackLivesMatters', 'BlackLivesMatters', 'BlackLivesMatters']",1.2664151850250895e+18,,,jmibnida jela susu blacklivesmatters blacklivesmatters blacklivesmatters
AKU DAH TENGOK FULL VIDEO AND SUMPAH POLIS TU BABENG😩 .. sampai tak bernafas dia seksa George floyd tu sumpah aku nangis weh😭 #BlackLivesMatters https://t.co/jn54aIMS5n,1266415550915207168,2156194525,farahxafirah,2020-05-29 17:06:10,0,0,True,False,[],['BlackLivesMatters'],,,,tengok full video and sumpah polis tu babeng bernafas seksa george floyd tu sumpah nangis weh blacklivesmatters
"spread awareness ye anak anak manusia sekalian #BlackLivesMater 
dah pergi tidur #BlackLivesMatters",1266415394958348289,1033014737007607808,yyoonaurous,2020-05-29 17:05:33,0,0,False,False,[],"['BlackLivesMater', 'BlackLivesMatters']",,,,spread awareness ye anak anak manusia blacklivesmater pergi tidur blacklivesmatters
"@sherakimm maksud nya awak tak redha saya comel sila la redho, baru la awak tk bnth

#BlackLivesMatters
#BlackLivesMatters
#BlackLivesMatters",1266415185025089537,1075309566110228480,JMIBNIDA,2020-05-29 17:04:43,1,0,False,False,['sherakimm'],"['BlackLivesMatters', 'BlackLivesMatters', 'BlackLivesMatters']",1.266414149258498e+18,,,sherakimm maksud nya awak redha comel sila la redho la awak tk bnth blacklivesmatters blacklivesmatters blacklivesmatters
@Nisahhajriani18 @LayZhangSupport @EXOVotingSquad @layzhang @lay_studio Intinya karena lagi ada insiden di US dan mau ada “Blackout” dalam rangka #BlackLivesMatters tanggal 1 Juni. Akun2 di atas ga akan bikin hashtag untuk album Lay (Lit) yang akan keluar di tanggal 1 juni juga. +,1266414970511618049,2259635580,a_syazh,2020-05-29 17:03:52,0,0,False,False,"['Nisahhajriani18', 'LayZhangSupport', 'EXOVotingSquad', 'layzhang', 'lay_studio']",['BlackLivesMatters'],1.266405851310338e+18,,,nisjriani18 layzhangsupport exovotingsquad layzhang lay_studio intinya insiden us blackout rangka blacklivesmatters 1 akun2 ga bikin hashtag album lay lit 1
"Takyah comment #BlackLivesMatters beria sgt kt US tu, kau tu pon kdang2 cakap cina babi jugak",1266413291678519298,386294517,_aZZakhir_,2020-05-29 16:57:12,1,2,False,False,[],['BlackLivesMatters'],,,,takyah comment blacklivesmatters beria sgt kt us tu tu pon kdang2 cakap cina babi jugak
"@JMIBNIDA #BlackLivesMatters ,tapi saya tak setuju yuyu tu comel",1266412667914219521,1200746408283783169,sherakimm,2020-05-29 16:54:43,0,0,False,False,['JMIBNIDA'],['BlackLivesMatters'],1.266411733888848e+18,,,jmibnida blacklivesmatters setuju yuyu tu comel
Go Bengals #myquarterback #BlackLivesMatters https://t.co/u2GW7VFRBP,1266412637816066048,752615305,TheJoshuaPowell,2020-05-29 16:54:36,0,0,True,False,[],"['myquarterback', 'BlackLivesMatters']",,,,go bengals myquarterback blacklivesmatters
"Yoga 👇 https://t.co/gCihwmMvj5

#fitness 
#carryminati
#earthquake
#BlackLivesMatters
#JusticeForGeorgeFloyd 
#Chromatica
#COVID19
#COVID
#covid1948
#COVIDIOTS
#coronavirus
#CoronaVirusUpdates
#lockdownextension
#AttackOnTitan
#JunkTerrorBill
#Quarantine
#quote
#ااالحب_ديالي_انا",1266412366767419392,1085071820401922048,DeepakLokare5,2020-05-29 16:53:31,1,0,False,False,[],"['fitness', 'carryminati', 'earthquake', 'BlackLivesMatters', 'JusticeForGeorgeFloyd', 'Chromatica', 'COVID19', 'COVID', 'covid1948', 'COVIDIOTS', 'coronavirus', 'CoronaVirusUpdates', 'lockdownextension', 'AttackOnTitan', 'JunkTerrorBill', 'Quarantine', 'quote', 'ااالحب_ديالي_انا']",,,,yoga fitness carryminati earthquake blacklivesmatters justiceforgeorgefloyd chromatica covid19 covid covid1948 covidiots coronavirus coronavirusupdates lockdownextension attackontitan junkterrorbill quarantine quote __
$jayclamar #BlackLivesMatters https://t.co/57086TigAK,1266411935366438914,51057712,jetset_jc,2020-05-29 16:51:48,0,0,True,False,[],['BlackLivesMatters'],,,,jayclamar blacklivesmatters
guys please please use this #BlackLivesMatters  sbb yg ada gmbr tgn tu dh lebih 24 jm sekian dri saya ☺️ si comel yuyu ☺️☺️☺️ https://t.co/LXZlC2Z9TU,1266411733888847876,1075309566110228480,JMIBNIDA,2020-05-29 16:51:00,7,2,True,False,[],['BlackLivesMatters'],,,,guys please please use this blacklivesmatters sbb gmbr tgn tu dh 24 jm dri si comel yuyu
"FBI: JUSTICE FOR GEORGE FLOYD - Tandatangani Petisi! https://t.co/fhLawJcmou lewat @ChangeOrg_ID 

#BlackLivesMatters",1266411198494289920,703247050427600896,radh06,2020-05-29 16:48:53,0,0,False,False,['ChangeOrg_ID'],['BlackLivesMatters'],,,,fbi justice for george floyd tandatangani petisi changeorg_id blacklivesmatters
peh memalukan blackpink betul. #JusticeForGeorgeFloyd #BlackLivesMatters https://t.co/EMaZAPrRoD,1266411090583289858,1289031450,mbsyrshah,2020-05-29 16:48:27,0,1,True,False,[],"['JusticeForGeorgeFloyd', 'BlackLivesMatters']",,,,peh memalukan blackpink justiceforgeorgefloyd blacklivesmatters
"@marclamonthill @RashidaTlaib #Resistance is #existence
Inqalab aayega bindi chudiya burqa hijab se
#BlackLivesMatters",1266409796669931520,4494003395,Offical_imraan,2020-05-29 16:43:18,1,1,False,False,"['marclamonthill', 'RashidaTlaib']","['Resistance', 'existence', 'BlackLivesMatters']",1.2663763947553055e+18,,,marclamonthill rashidatlaib resistance is existence inqalab aayega bindi chudiya burqa hijab blacklivesmatters
"Panjang umur perlawanan

#BlackLivesMatters https://t.co/W2qMKg7Z11",1266409743855190016,3228115998,raflikanlah,2020-05-29 16:43:06,2,0,True,False,[],['BlackLivesMatters'],,,,umur perlawanan blacklivesmatters
"@sherakimm bgus ini anak
#BlackLivesMatters",1266409412689752064,1075309566110228480,JMIBNIDA,2020-05-29 16:41:47,1,0,False,False,['sherakimm'],['BlackLivesMatters'],1.266409220930302e+18,,,sherakimm bgus anak blacklivesmatters
"#BlackLivesMatter
#BlackLivesMatter
#BlackLivesMatters

sapa tak reply mlm ni dia kentut bau durian",1266408539104272384,1075309566110228480,JMIBNIDA,2020-05-29 16:38:19,14,2,False,False,[],"['BlackLivesMatter', 'BlackLivesMatter', 'BlackLivesMatters']",,,,blacklivesmatter blacklivesmatter blacklivesmatters sapa reply mlm ni kentut bau durian
"Kenapa pada menyuarakan #BlackLivesMatters ama #PapuanLivesMatter. Manusia berhak dapet yang sama. Minoritas harus hidup layak, buruh juga. Kenapa engga menyuarakan #AllLivesMatter?",1266408197360779264,1022351431,Rakaywastuu,2020-05-29 16:36:57,7,0,False,False,[],"['BlackLivesMatters', 'PapuanLivesMatter', 'AllLivesMatter']",,,"Place(id='f339acbd799e8a84', url='https://api.twitter.com/1.1/geo/id/f339acbd799e8a84.json', place_type='city', name='Boyolali', full_name='Boyolali, Indonesia', country_code='ID', country='Indonesia', contained_within=[], bounding_box=BoundingBox(type='Polygon', coordinates=[[[110.547452, -7.549159], [110.634301, -7.549159], [110.634301, -7.48682], [110.547452, -7.48682]]]), attributes={})",menyuarakan blacklivesmatters ama papuanlivesmatter manusia berhak dapet minoritas layak buruh engga menyuarakan alllivesmatter
