text,id,userid,username,created_at,likes,retweets,isquote,is_retweet,mentions,hashtags,reply_to,geo,place,text_clean
"@subtanyarl Ayo peduli, salah satunya dengan cara rt/reply pakai hastag ini 

#BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE",1266645789591265282,884609517501034496,taelobely,2020-05-30 08:21:04,0,0,False,False,['subtanyarl'],"['BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE']",1.266404027522093e+18,,,subtanyarl ayo peduli satunya rtreply pakai hastag blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree
"Trending in ht yuk hyung

#BlacklivesMatters #RAISETHEDEGREE
#BlacklivesMatters #RAISETHEDEGREE
#BlacklivesMatters #RAISETHEDEGREE
#BlacklivesMatters #RAISETHEDEGREE
#BlacklivesMatters #RAISETHEDEGREE
#BlacklivesMatters #RAISETHEDEGREE
#BlacklivesMatters #RAISETHEDEGREE",1266645684096139265,1186129404537126913,ynjunim,2020-05-30 08:20:38,0,0,False,False,[],"['BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE']",,,,trending in ht yuk hyung blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree
Indomy dripada lu urusin masalh fake army mending bantuin ramein hastag #BlackLiveMatter #BlackLivesMatters,1266645421394325505,1160598639292477441,DivaNaftali,2020-05-30 08:19:36,0,0,False,False,[],"['BlackLiveMatter', 'BlackLivesMatters']",,,,indomy dripada urusin masalh fake army mending bantuin ramein hastag blacklivematter blacklivesmatters
"At least yang kpop ni tahu apa maksud RESPECT. Tak payah cakap kau dah besar kalau RESPECT pun tak pandai
#RAISETHEDEGREE 
#BlackLivesMatters",1266645348325314563,1173137547725197316,ttaebokkimochi,2020-05-30 08:19:18,6,2,False,False,[],"['RAISETHEDEGREE', 'BlackLivesMatters']",,,,at least kpop ni maksud respect payah cakap respect pandai raisethedegree blacklivesmatters
"#BlackLivesMatters #BlackLivesMatter #BlackLiveMatter #BlackLivesMatter #BlackLiveMatter #BlackLivesMatter #BlackLiveMatter #BlackLivesMatter #RAISETHEDEGREE #TheMatters #RAISETHEDEGREE #RAISETHEDEGREE #RAISETHEDEGREE #RAISETHEDEGREE 
ayo di rt",1266645237075554305,1255580800554201088,teutic1,2020-05-30 08:18:52,1,0,False,False,[],"['BlackLivesMatters', 'BlackLivesMatter', 'BlackLiveMatter', 'BlackLivesMatter', 'BlackLiveMatter', 'BlackLivesMatter', 'BlackLiveMatter', 'BlackLivesMatter', 'RAISETHEDEGREE', 'TheMatters', 'RAISETHEDEGREE', 'RAISETHEDEGREE', 'RAISETHEDEGREE', 'RAISETHEDEGREE']",,,,blacklivesmatters blacklivesmatter blacklivematter blacklivesmatter blacklivematter blacklivesmatter blacklivematter blacklivesmatter raisethedegree thematters raisethedegree raisethedegree raisethedegree raisethedegree ayo rt
"Cikin mutane akwai masu kama da ATISHAWA duk sanda ka rabu dasu sai ka godewa Allah. 
#BlackLivesMatters 
#JusticeForGeorgeFlyod 
#schoolreopening",1266644695280750593,966144509183750144,Sheedah04,2020-05-30 08:16:43,0,0,False,False,[],"['BlackLivesMatters', 'JusticeForGeorgeFlyod', 'schoolreopening']",,,,cikin mutane akwai masu kama da atishawa duk sanda ka dasu sai ka godewa allah blacklivesmatters justiceforgeorgeflyod schoolreopening
"@Jimochi0613 Call for all ARMY ATTENTION for:
#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE
 🙏🙏🙏💜💜💜💜💜💜💜 Jangan berdebat dengan orang bodoh🙏",1266644679820365825,1183018659490357248,ri_vante,2020-05-30 08:16:39,0,0,False,False,['Jimochi0613'],"['BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE']",1.2666250804878418e+18,,,jimochi0613 call for all army attention for blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree berdebat bodoh
Bakhohlakele abelungu #BlackLivesMatters,1266644676595060738,1077944857916854272,gherl_star,2020-05-30 08:16:38,0,0,False,False,[],['BlackLivesMatters'],,,,bakhohlakele abelungu blacklivesmatters
"ha kau kau yang tengah tengok ni , reply tweet aku skunk using this hashtag - #BlackLivesMatters",1266644545669758976,1255755107993444353,peachyrosies,2020-05-30 08:16:07,2,1,False,False,[],['BlackLivesMatters'],,,,ha tengok ni reply tweet skunk using this hashtag blacklivesmatters
"Tau dulu kondisi nya, tau dulu asal-usul nya. Tau dulu penyebab dan tekanan nya. Hal yang bentuk stigma nya negatif itu gak bisa dibilang selalu negatif gitu aja.

Anak di bully teros nonjok yg bully dia.

Ini jenis berontak yg gak bisa di bilang salah.
#BlackLivesMatters",1266644505190514688,1320459644,ramandaaridoGH,2020-05-30 08:15:57,0,0,False,False,[],['BlackLivesMatters'],,,,tau nya tau usul nya tau penyebab tekanan nya stigma nya negatif gak dibilang negatif aja anak bully teros nonjok bully berontak gak bilang blacklivesmatters
"@anpamanz @jjkiaa guys, bantu tenggelemin yg lain

#BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE",1266644334419443713,1105073459430739974,marklee_subag,2020-05-30 08:15:17,0,0,False,False,"['anpamanz', 'jjkiaa']","['BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE']",1.2666153782323077e+18,,,anpamanz jjkiaa guys bantu tenggelemin blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree
"@JMIBNIDA Ikr haih

#BlackLivesMatters
#BlackLivesMatters
#BlackLivesMatters",1266644045821915138,918842985067900928,ssparklejin,2020-05-30 08:14:08,0,0,False,False,['JMIBNIDA'],"['BlackLivesMatters', 'BlackLivesMatters', 'BlackLivesMatters']",1.2666430468478362e+18,,,jmibnida ikr haih blacklivesmatters blacklivesmatters blacklivesmatters
"@JMIBNIDA *Tarik nafas, hembus* #BlackLivesMatters",1266643304709451777,860641375125028864,serendipychimm,2020-05-30 08:11:11,0,0,False,False,['JMIBNIDA'],['BlackLivesMatters'],1.2666431660121416e+18,,,jmibnida tarik nafas hembus blacklivesmatters
"mungkin kita tak patut mintak tolong locals lg dah, buat gadoh je

#BlackLivesMatters
#BlackLivesMatters
#BlackLivesMatters",1266643046847836164,1075309566110228480,JMIBNIDA,2020-05-30 08:10:10,5,0,False,False,[],"['BlackLivesMatters', 'BlackLivesMatters', 'BlackLivesMatters']",,,,patut mintak locals lg gadoh je blacklivesmatters blacklivesmatters blacklivesmatters
"apa kata kalau takpayah layan si anep tu. dia tu setiap kali cari gaduh, dia victimised diri sendiri lmao. Lets do what worth more instead #BlackLivesMatters #RAISETHEDEGREE #JusticeForGeorgeFlyod",1266643000110669824,1262680279073697795,sexckth1,2020-05-30 08:09:58,1,1,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE', 'JusticeForGeorgeFlyod']",,,,takpayah layan si anep tu tu cari gaduh victimised lmao lets what worth more instead blacklivesmatters raisethedegree justiceforgeorgeflyod
"kalo lewat rt ya

#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE 
#BlacklivesMaters #RAISETHEDEGREE https://t.co/HR5Yt97ZXE",1266642900433002496,1130787448517156864,babyjimiiin,2020-05-30 08:09:35,0,0,True,False,[],"['BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE']",,,,kalo rt blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree
jap kata big acc and suka ikut trend tapi isu semasa pun tak tahu ni 😅 kau ni stay celah mana 😅 gua mana kau duduk ni yang ada internet tapi tak tahu isu semasa 😑 keep spread #BlackLivesMatters,1266642220595073029,1250393442171015168,taecrackkidz,2020-05-30 08:06:53,3,1,False,False,[],['BlackLivesMatters'],,,,jap big acc and suka trend isu ni ni stay celah gua duduk ni internet isu keep spread blacklivesmatters
Pergi duduk Mentari Court dulu la. Lepas tu baru sembang #BlackLivesMatters,1266642072645144576,710228415748550656,lANZAlNAL,2020-05-30 08:06:17,12,5,False,False,[],['BlackLivesMatters'],,,,pergi duduk mentari court la lepas tu sembang blacklivesmatters
"check this!
lets spread awareness tentang saudara kita yang ada di Papua juga. 
in case some of u didnt know, mereka juga telah mendapatkan perlakuan yang tidak pantas selama ini. systemic violence, racism, and oppression also happen there. 
#PapuanLivesMatter #BlacklivesMaters https://t.co/3u4p5G1Qzr",1266641371500122112,174499606,pinnie_pinmud,2020-05-30 08:03:30,1,0,True,False,[],"['PapuanLivesMatter', 'BlacklivesMaters']",,,,check this lets spread awareness saudara papua in case some u didnt know perlakuan systemic violence racism and oppression also happen there papuanlivesmatter blacklivesmaters
"KALO LEWAT PLISS RT/REP YAA! WAJIB! 

#BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE",1266641314239713286,1196614499530244096,samhwanghaje,2020-05-30 08:03:17,0,3,False,False,[],"['BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE']",,,,kalo pliss rtrep yaa wajib blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree
"Tolong sambil lewat RT ya 🙏
  👇👇👇
Kita semua sama 
#BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE",1266641234891698176,1125996385453481984,parkjiminniee8,2020-05-30 08:02:58,1,2,False,False,[],"['BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE']",,,,rt blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree
tagar yang benar ini #BlackLivesMater atau #BlackLivesMatters ??? 😔,1266641170177851393,1124867096838430720,ggukiran,2020-05-30 08:02:42,0,0,False,False,[],"['BlackLivesMater', 'BlackLivesMatters']",,,,tagar blacklivesmater blacklivesmatters
bebudak ni jugak yang naikkan #RAISETHEDEGREE #BlackLivesMatters daripada kau kerja nak naikkan kemarahan orang buat orang bertelagah haih Kau berikanlah petunjuk kat manusia ni Ya Allah 😀,1266641105195425793,1259112297860980737,GOLDENNK00K,2020-05-30 08:02:27,3,2,False,False,[],"['RAISETHEDEGREE', 'BlackLivesMatters']",,,,bebudak ni jugak naikkan raisethedegree blacklivesmatters nak naikkan kemarahan bertelagah haih berikanlah petunjuk kat manusia ni allah
"Film: Any Bullet Will Do (2018)
Genre: Western, Action, USA
Sub Indo Hanya di #AnakStreaming
Link di Bio
#nontonmovie #nontonfilm #nontonfilmonline #filmterbaru #nontonbioskop #filmbioskop #nonton #filmonline #filmterbaru kekeyi felix yuri Trump #BlackLivesMatters https://t.co/ilr6fJi3rC",1266640623655780352,1242365317264723970,anak_streaming,2020-05-30 08:00:32,0,0,False,False,[],"['AnakStreaming', 'nontonmovie', 'nontonfilm', 'nontonfilmonline', 'filmterbaru', 'nontonbioskop', 'filmbioskop', 'nonton', 'filmonline', 'filmterbaru', 'BlackLivesMatters']",,,,film any bullet will 2018 genre western action usa sub indo anakstreaming link bio nontonmovie nontonfilm nontonfilmonline filmterbaru nontonbioskop filmbioskop nonton filmonline filmterbaru kekeyi felix yuri trump blacklivesmatters
"""idc what color i love u the same""
Buka, tidak buta, tau warnamu apa, persis sadar, peduli kau darimana, dan saya tetap sayang apa adanya.
#BlackLivesMatters 
#icaretoknowu",1266640532802961408,1143549559307587584,WonderKiddoss,2020-05-30 08:00:10,0,0,False,False,[],"['BlackLivesMatters', 'icaretoknowu']",,,,idc what color i love u same buka buta tau warnamu persis sadar peduli darimana sayang blacklivesmatters icaretoknowu
"Ayo jangan pura pura ga liat
Banyak orang yang belum mendaoat keadilan🥺💜
#BlackLivesMatters 
#BlackLivesMatter  #RAISETHEDEGREE #RAISETHECHARGE",1266640402607566848,1169953005250076672,taeternalkook_,2020-05-30 07:59:39,0,0,False,False,[],"['BlackLivesMatters', 'BlackLivesMatter', 'RAISETHEDEGREE', 'RAISETHECHARGE']",,,,ayo pura pura ga liat mendaoat keadilan blacklivesmatters blacklivesmatter raisethedegree raisethecharge
"X payah la sibuk nak panggil influencer melayu tu diorang bukan nak spread pun perli kita ada la 

Spread and rt 

#BlackLivesMatters 
#RAISETHEDEGREE",1266639784509755392,918842985067900928,ssparklejin,2020-05-30 07:57:12,1,0,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE']",,,,x payah la sibuk nak panggil influencer melayu tu diorang nak spread perli la spread and rt blacklivesmatters raisethedegree
Bye Ms. Gwurl! 👋🏿 #BlackLivesMatter #BlackLivesMatters 😌 https://t.co/vFkQvaDiXG,1266639584957476867,878400440320368641,jupiterhurssey,2020-05-30 07:56:24,0,0,False,False,[],"['BlackLivesMatter', 'BlackLivesMatters']",,,,bye ms gwurl blacklivesmatter blacklivesmatters
Meleis melalak sebab #BlackLivesMatters . Wtf? Kalau korang taknak spread a hashtag takpayah nak hina Kpopers yang spread it. What a shame of you meleis,1266639359756787713,1215451072526897153,luvllyoongi,2020-05-30 07:55:31,0,0,False,False,[],['BlackLivesMatters'],,,,meleis melalak blacklivesmatters wtf korang taknak spread hashtag takpayah nak hina kpopers spread it what shame you meleis
"aku rasa antara ramai ramai tweetfamous, @imanopie je yg spread awareness pasal #BlackLivesMatters ni . serious weh, aku tak nampak pun ada tweetfamous lain buat. ke ada jugak tweetfamous lain yg buat cuma aku je tak perasan?",1266639305297948672,1161114305015640064,whiskeyoongs,2020-05-30 07:55:18,11,0,False,False,['imanopie'],['BlackLivesMatters'],,,,ramai ramai tweetfamous imanopie je spread awareness pasal blacklivesmatters ni serious weh nampak tweetfamous jugak tweetfamous je perasan
"Tokiriza nebakulimba nti #GeorgeFloyd yafudde. Nedda, teyafudde buffi nti oba  ssenyiga omukambwe oba omusujja..  NEDDA!! .. yatirimbuddwa mubukambwe obweekitalo. 

Kyenyamiza nnyo nyinni ddala.  
Buli omu vumirira kino!!
Buno bugweenyufu nabaki banaaye?

#BlackLivesMatters https://t.co/UxuXGWdRlX",1266638969841860608,1193447547978817536,RugumayoRoy,2020-05-30 07:53:58,5,1,False,False,[],"['GeorgeFloyd', 'BlackLivesMatters']",,,,tokiriza nebakulimba nti georgefloyd yafudde nedda teyafudde buffi nti oba ssenyiga omukambwe oba omusujja nedda yatirimbuddwa mubukambwe obweekitalo kyenyamiza nnyo nyinni ddala buli omu vumirira kino buno bugweenyufu nabaki banaaye blacklivesmatters
"@nonyoongis @ursmileyy PLS, AYO RT LAGI

#BlackLivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlackLivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE",1266638722298077184,1234047241385463808,Hestyretno1,2020-05-30 07:52:59,0,0,False,False,"['nonyoongis', 'ursmileyy']","['BlackLivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlackLivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE']",1.26659793425195e+18,,,nonyoongis ursmileyy pls ayo rt blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree
Markii gabar saaqidad ah macalin dugsi guursato waa sidaan😂😂#BlackLivesMatters #schoolreopening #GeorgeFlyod #AtlantaRiot #SmackDown https://t.co/OigLl7QRkL,1266638688156553216,1266632340136173568,ShaieMabrouk,2020-05-30 07:52:50,0,0,False,False,[],"['BlackLivesMatters', 'schoolreopening', 'GeorgeFlyod', 'AtlantaRiot', 'SmackDown']",,,,markii gabar saaqidad macalin dugsi guursato waa sidaanblacklivesmatters schoolreopening georgeflyod atlantariot smackdown
"So manje vele if le CoronaVirus yakhona mayifika kunabantu abaw 50 or less iyajika?
#schoolreopening #COVID19SouthAfrica #BlackLivesMatters #GeorgeFloyd #racism #ChurchIsNotEssential https://t.co/ilkOfiTQvJ",1266638628761018371,3084227517,Kuren_DaKuruNPS,2020-05-30 07:52:36,0,0,False,False,[],"['schoolreopening', 'COVID19SouthAfrica', 'BlackLivesMatters', 'GeorgeFloyd', 'racism', 'ChurchIsNotEssential']",,,,so manje vele if le coronavirus yakhona mayifika kunabantu abaw 50 or less iyajika schoolreopening covid19southafrica blacklivesmatters georgefloyd racism churchisnotessential
"Kita juga punya isu kemanusiaan yang sama. Berikan pemahaman tentang perilaku yang diterima oleh teman yang ""katanya"" sebangsa dengan kita, Indonesia. Mereka mengalami kekejaman yang sama. Apa kita memilih diam? 
#PapuanLivesMatter #BlacklivesMaters https://t.co/LOshOKlJaK",1266638580488626176,1120355194624077824,hollahalipah28,2020-05-30 07:52:25,6,1,True,False,[],"['PapuanLivesMatter', 'BlacklivesMaters']",,,,isu kemanusiaan pemahaman perilaku diterima sebangsa indonesia kekejaman memilih diam papuanlivesmatter blacklivesmaters
"Selagi korang masih mengamalkan sikap perkauman, jangan sembang pasal #BlackLivesMatters lah. 

Butoh pala hang!",1266638506278838272,41022830,einhazrin,2020-05-30 07:52:07,0,0,False,False,[],['BlackLivesMatters'],,,,korang mengamalkan sikap perkauman sembang pasal blacklivesmatters butoh pala hang
"Nk cuba gak ah,selalu laju je org tolong😃

100 retweets ,100 comments to spread awareness 

#BlackLivesMatters #RAISETHEDEGREE",1266638472623742976,1201053596550193152,SuyaJjk,2020-05-30 07:51:59,29,38,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE']",,,,nk cuba gak laju je org 100 retweets 100 comments spread awareness blacklivesmatters raisethedegree
"Kita semua harus berusaha untuk terinspirasi oleh cinta mendalam terhadap negara kita, tanpa memandang ras, warna kulit, jenis kelamin, atau kemampuan hidup.

#RAISETHEDEGREE #BlackLivesMatters",1266638292709064704,915995585290760192,SealtielF85,2020-05-30 07:51:16,2,0,False,False,[],"['RAISETHEDEGREE', 'BlackLivesMatters']",,,,berusaha terinspirasi cinta mendalam negara memandang ras warna kulit kelamin kemampuan raisethedegree blacklivesmatters
"Kita semua sama! 
#RAISETHEDEGREE
#BlackLivesMatters https://t.co/cC3taMP2TG",1266638234450186242,1215114530595856386,Psycxdxlictae,2020-05-30 07:51:02,0,0,False,False,[],"['RAISETHEDEGREE', 'BlackLivesMatters']",,,,raisethedegree blacklivesmatters
Kalo ada yang belum tau tentang isu ini bisa baca tweet ini #BlackLivesMaters #JusticeForGeorge https://t.co/2V8HC8SZU3,1266638201403277313,1098237696437190661,yoonminkecil,2020-05-30 07:50:54,0,0,True,False,[],"['BlackLivesMaters', 'JusticeForGeorge']",1.2666381995284152e+18,,,kalo tau isu baca tweet blacklivesmaters justiceforgeorge
"#BlackLivesMatters 

*Foto Rayyan*",1266637746145116161,1110191289989914624,ThurTiKrasiviy,2020-05-30 07:49:06,0,0,False,False,[],['BlackLivesMatters'],,,,blacklivesmatters foto rayyan
sambil dengar lagu daechwita sambil tu kita spread awareness #BlackLivesMatters #RAISETHEDEGREE,1266637111995904000,1250393442171015168,taecrackkidz,2020-05-30 07:46:35,2,0,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE']",,,,dengar lagu daechwita tu spread awareness blacklivesmatters raisethedegree
@fl0ristBaNGtaN baek sis #BlackLivesMatters,1266637063647981576,559249656,arifulinho,2020-05-30 07:46:23,0,0,False,False,['fl0ristBaNGtaN'],['BlackLivesMatters'],1.2666369419460567e+18,,,fl0ristbangtan baek blacklivesmatters
"#JusticeForGeorgeFlyod #schoolreopening #BlackLivesMatters #Trump #AtlantaProtest #2GBData #GeorgeFloydMurderer #LockdownHouseParty #CollinsKhoza #CollinsKhosa #GeorgeFloydprotest #JusticeForGeorge #TsongaDrive Nigeria Amerikkka Trump
#GalaxyA31s #protests #nycprotests #racism https://t.co/jWyiQfn2zF",1266637019142393857,1135662061416062977,AstrxnautWxrld,2020-05-30 07:46:12,0,0,True,False,[],"['JusticeForGeorgeFlyod', 'schoolreopening', 'BlackLivesMatters', 'Trump', 'AtlantaProtest', '2GBData', 'GeorgeFloydMurderer', 'LockdownHouseParty', 'CollinsKhoza', 'CollinsKhosa', 'GeorgeFloydprotest', 'JusticeForGeorge', 'TsongaDrive', 'GalaxyA31s', 'protests', 'nycprotests', 'racism']",,,,justiceforgeorgeflyod schoolreopening blacklivesmatters trump atlantaprotest 2gbdata georgefloydmurderer lockdownhouseparty collinskhoza collinskhosa georgefloydprotest justiceforgeorge tsongadrive nigeria amerikkka trump galaxya31s protests nycprotests racism
Srsla no one talk about #BlackLivesMatters  or #JusticeForGeorgeFlyod  on my tl even tweetfamous pon ?!? Time agama b7s kau nak gebang cerita pulak even tak tau selok belok cerita. Apeniii duh,1266637018609537024,1253714096551129088,kyliewuy,2020-05-30 07:46:12,0,0,False,False,[],"['BlackLivesMatters', 'JusticeForGeorgeFlyod']",,,,srsla one talk about blacklivesmatters or justiceforgeorgeflyod on my tl even tweetfamous pon time agama b7s nak gebang cerita pulak even tau selok belok cerita apeniii duh
"bantu rt/rep
 #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE #BlacklivesMaters #RAISETHEDEGREE
#BlacklivesMaters #RAISETHEDEGREE",1266636971704676353,1223907477629980672,bucennyajemen,2020-05-30 07:46:01,2,0,False,False,[],"['BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE', 'BlacklivesMaters', 'RAISETHEDEGREE']",,,,bantu rtrep blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree blacklivesmaters raisethedegree
"Say no to racism..
Kita sama di hadapan Tuhan 😊

#BlackLivesMatters
#RAISETHEDEGREE",1266636921314308096,1102133891551227905,sunshineb_77,2020-05-30 07:45:49,2,0,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE']",,,,say racism hadapan tuhan blacklivesmatters raisethedegree
"kalo lewat, tolong rt/rep🙏

#BlackLivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE #BlackLivesMatters #RAISETHEDEGREE #BlacklivesMatters #RAISETHEDEGREE",1266636476676108295,1193547307548954625,Wiwitjk97,2020-05-30 07:44:03,3,5,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE', 'BlackLivesMatters', 'RAISETHEDEGREE', 'BlacklivesMatters', 'RAISETHEDEGREE']",,,,kalo rtrep blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree blacklivesmatters raisethedegree
"@aida_uchuxx @fairytaelya Cehh lagu dari Malaysia lh 😂😂 
#BlackLivesMatters",1266636377325580288,1152471211768610816,khirnnisa,2020-05-30 07:43:39,0,0,False,False,"['aida_uchuxx', 'fairytaelya']",['BlackLivesMatters'],1.266591903535022e+18,,,aida_uchuxx fairytaelya c lagu malaysia lh blacklivesmatters
"Amer**a kenapa si? Orang menyampaikan suaranya aja di temba*i, reporter meliput aja ditangkapi 😭
#BlackLivesMatters #RAISETHEDEGREE",1266636366663659521,1266011963143774208,Najirenole,2020-05-30 07:43:37,1,0,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE']",,,,amer si suaranya aja tembai reporter meliput aja ditangkapi blacklivesmatters raisethedegree
let's spread awareness #BlackLivesMatters. Kita baik ramai yang sayang #RAISETHEDEGREE,1266636248862601222,813002272112197633,feeqamhd,2020-05-30 07:43:09,0,0,False,False,[],"['BlackLivesMatters', 'RAISETHEDEGREE']",,,,lets spread awareness blacklivesmatters ramai sayang raisethedegree
